station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, MIN_TEMP, MAX_TEMP, SNOW_ON_THE_GROUND
0.0, 0.0, 0.0, 2012-09-21 00:00:00, 7.0, 17.0, 0.0
0.0, 0.0, 0.0, 2012-09-22 00:00:00, 12.5, 18.1, 0.0
0.0, 0.0, 0.0, 2012-09-23 00:00:00, 5.1, 18.5, 0.0
0.0, 0.0, 0.0, 2012-09-24 00:00:00, 6.1, 19.6, 0.0
0.0, 0.0, 0.0, 2012-09-25 00:00:00, 6.3, 18.4, 0.0
0.0, 0.0, 0.0, 2012-09-26 00:00:00, 4.0, 18.0, 0.0
0.0, 0.0, 0.0, 2012-09-27 00:00:00, 3.1, 20.0, 0.0
1.4, 1.4, 0.0, 2012-09-28 00:00:00, 7.9, 16.6, 0.0
0.0, 0.0, 0.0, 2012-09-29 00:00:00, 6.5, 16.5, 0.0
0.0, 0.0, 0.0, 2012-09-30 00:00:00, 2.6, 17.1, 0.0
0.0, 0.0, 0.0, 2012-10-01 00:00:00, 8.1, 23.5, 0.0
0.0, 0.0, 0.0, 2012-10-02 00:00:00, 0.7, 22.0, 0.0
0.0, 0.0, 0.0, 2012-10-03 00:00:00, -1.0, 16.5, 0.0
0.0, 0.0, 0.0, 2012-10-04 00:00:00, -1.5, 16.5, 0.0
0.0, 0.0, 0.0, 2012-10-05 00:00:00, -0.2, 17.5, 0.0
0.0, 0.0, 0.0, 2012-10-06 00:00:00, 0.0, 20.5, 0.0
0.0, 0.0, 0.0, 2012-10-07 00:00:00, 1.5, 20.0, 0.0
0.0, 0.0, 0.0, 2012-10-08 00:00:00, 2.0, 19.0, 0.0
0.6, 0.6, 0.0, 2012-10-09 00:00:00, 3.0, 16.0, 0.0
0.8, 0.8, 0.0, 2012-10-10 00:00:00, 5.4, 11.1, 0.0
2.0, 2.0, 0.0, 2012-10-11 00:00:00, 8.7, 12.0, 0.0
1.6, 1.6, 0.0, 2012-10-12 00:00:00, 9.0, 12.0, 0.0
41.1, 41.1, 0.0, 2012-10-13 00:00:00, 10.0, 14.6, 0.0
11.6, 11.6, 0.0, 2012-10-14 00:00:00, 12.0, 14.3, 0.0
6.8, 6.8, 0.0, 2012-10-15 00:00:00, 7.3, 13.5, 0.0
0.2, 0.2, 0.0, 2012-10-16 00:00:00, 5.0, 15.5, 0.0
0.0, 0.0, 0.0, 2012-10-17 00:00:00, 1.4, 11.0, 0.0
28.0, 28.0, 0.0, 2012-10-18 00:00:00, 6.0, 12.7, 0.0
0.6, 0.6, 0.0, 2012-10-19 00:00:00, 7.5, 14.3, 0.0
0.2, 0.2, 0.0, 2012-10-20 00:00:00, 3.1, 9.6, 0.0
0.0, 0.0, 0.0, 2012-10-21 00:00:00, 0.0, 9.5, 0.0
0.0, 0.0, 0.0, 2012-10-22 00:00:00, 3.5, 8.5, 0.0
6.2, 6.2, 0.0, 2012-10-23 00:00:00, 4.0, 9.2, 0.0
0.9, 0.9, 0.0, 2012-10-24 00:00:00, 5.5, 8.5, 0.0
0.7, 0.7, 0.0, 2012-10-25 00:00:00, 4.0, 10.0, 0.0
4.2, 4.2, 0.0, 2012-10-26 00:00:00, 6.5, 8.6, 0.0
9.4, 9.4, 0.0, 2012-10-27 00:00:00, 5.0, 10.0, 0.0
15.4, 15.4, 0.0, 2012-10-28 00:00:00, 8.5, 12.0, 0.0
6.9, 6.9, 0.0, 2012-10-29 00:00:00, 8.0, 11.2, 0.0
26.0, 26.0, 0.0, 2012-10-30 00:00:00, 9.4, 10.4, 0.0
14.9, 14.9, 0.0, 2012-10-31 00:00:00, 9.0, 10.5, 0.0
0.0, 0.0, 0.0, 2012-11-01 00:00:00, 7.5, 12.5, 0.0
1.4, 1.4, 0.0, 2012-11-02 00:00:00, 8.0, 13.0, 0.0
5.2, 5.2, 0.0, 2012-11-03 00:00:00, 10.0, 11.8, 0.0
7.6, 7.6, 0.0, 2012-11-04 00:00:00, 9.0, 14.2, 0.0
0.9, 0.9, 0.0, 2012-11-05 00:00:00, 4.3, 11.6, 0.0
0.6, 0.6, 0.0, 2012-11-06 00:00:00, 7.5, 10.0, 0.0
2.9, 2.9, 0.0, 2012-11-07 00:00:00, 1.5, 10.5, 0.0
0.0, 0.0, 0.0, 2012-11-08 00:00:00, 3.2, 9.7, 0.0
0.0, 0.0, 0.0, 2012-11-09 00:00:00, -3.0, 8.0, 0.0
0.0, 0.0, 0.0, 2012-11-10 00:00:00, -3.0, 6.0, 0.0
5.6, 5.6, 0.0, 2012-11-11 00:00:00, -2.0, 4.0, 0.0
1.1, 1.1, 0.0, 2012-11-12 00:00:00, 3.0, 8.3, 0.0
0.1, 0.1, 0.0, 2012-11-13 00:00:00, 3.2, 9.5, 0.0
0.1, 0.1, 0.0, 2012-11-14 00:00:00, 3.7, 9.0, 0.0
0.0, 0.0, 0.0, 2012-11-15 00:00:00, 0.0, 7.8, 0.0
8.3, 8.3, 0.0, 2012-11-16 00:00:00, 1.2, 10.5, 0.0
10.2, 10.2, 0.0, 2012-11-17 00:00:00, 6.5, 8.5, 0.0
16.1, 16.1, 0.0, 2012-11-18 00:00:00, 2.5, 9.5, 0.0
3.8, 3.8, 0.0, 2012-11-19 00:00:00, 4.0, 9.5, 0.0
11.5, 11.5, 0.0, 2012-11-20 00:00:00, 3.5, 8.5, 0.0
0.5, 0.5, 0.0, 2012-11-21 00:00:00, 3.0, 7.5, 0.0
15.0, 15.0, 0.0, 2012-11-22 00:00:00, -0.5, 7.0, 0.0
2.2, 2.2, 0.0, 2012-11-23 00:00:00, 5.0, 9.0, 0.0
0.0, 0.0, 0.0, 2012-11-24 00:00:00, -0.1, 7.6, 0.0
0.0, 0.0, 0.0, 2012-11-25 00:00:00, -0.5, 6.2, 0.0
0.0, 0.0, 0.0, 2012-11-26 00:00:00, -1.6, 5.0, 0.0
0.0, 0.0, 0.0, 2012-11-27 00:00:00, -0.5, 6.1, 0.0
29.0, 29.0, 0.0, 2012-11-28 00:00:00, 1.5, 9.0, 0.0
11.2, 11.2, 0.0, 2012-11-29 00:00:00, 2.0, 11.0, 0.0
5.0, 5.0, 0.0, 2012-11-30 00:00:00, 8.5, 9.5, 0.0
14.4, 14.4, 0.0, 2012-12-01 00:00:00, 6.1, 7.7, 0.0
11.6, 11.6, 0.0, 2012-12-02 00:00:00, 2.0, 8.5, 0.0
12.5, 12.5, 0.0, 2012-12-03 00:00:00, 4.0, 10.1, 0.0
8.8, 8.8, 0.0, 2012-12-04 00:00:00, 5.1, 9.3, 0.0
10.4, 10.4, 0.0, 2012-12-05 00:00:00, 0.5, 7.2, 0.0
0.4, 0.4, 0.0, 2012-12-06 00:00:00, 2.5, 6.5, 0.0
1.3, 1.3, 0.0, 2012-12-07 00:00:00, 0.0, 5.9, 0.0
2.0, 2.0, 0.0, 2012-12-08 00:00:00, -1.3, 3.8, 0.0
1.2, 1.2, 0.0, 2012-12-09 00:00:00, -0.4, 3.6, 0.0
2.0, 2.0, 0.0, 2012-12-10 00:00:00, -0.9, 5.6, 0.0
4.3, 4.3, 0.0, 2012-12-11 00:00:00, 2.8, 6.7, 0.0
0.0, 0.0, 0.0, 2012-12-12 00:00:00, 3.5, 6.2, 0.0
1.0, 1.0, 0.0, 2012-12-13 00:00:00, 2.1, 4.5, 0.0
4.6, 4.6, 0.0, 2012-12-14 00:00:00, -0.5, 4.0, 0.0
5.0, 5.0, 0.0, 2012-12-15 00:00:00, -0.7, 4.4, 0.0
15.5, 10.0, 5.5, 2012-12-16 00:00:00, -0.5, 5.4, 0.0
0.0, 0.0, 0.0, 2012-12-17 00:00:00, 0.3, 5.4, 0.0
12.6, 12.6, 0.0, 2012-12-18 00:00:00, -2.0, 7.7, 0.0
9.7, 9.7, 0.0, 2012-12-19 00:00:00, -1.4, 3.7, 0.0
2.2, 2.2, 0.0, 2012-12-20 00:00:00, 0.5, 4.9, 0.0
4.6, 4.6, 0.0, 2012-12-21 00:00:00, 0.5, 5.4, 0.0
14.0, 14.0, 0.0, 2012-12-22 00:00:00, -0.5, 4.1, 0.0
1.6, 1.6, 0.0, 2012-12-23 00:00:00, 0.7, 6.1, 0.0
0.0, 0.0, 0.0, 2012-12-24 00:00:00, 1.8, 4.7, 0.0
8.2, 8.2, 0.0, 2012-12-25 00:00:00, 1.2, 4.4, 0.0
2.6, 2.6, 0.0, 2012-12-26 00:00:00, 1.2, 3.8, 0.0
1.8, 1.8, 0.0, 2012-12-27 00:00:00, -0.5, 5.7, 0.0
5.6, 5.6, 0.0, 2012-12-28 00:00:00, 2.0, 5.8, 0.0
0.8, 0.8, 0.0, 2012-12-29 00:00:00, 3.2, 5.4, 0.0
1.8, 1.8, 0.0, 2012-12-30 00:00:00, 1.9, 5.5, 0.0
3.0, 3.0, 0.0, 2012-12-31 00:00:00, -0.5, 4.4, 0.0
0.0, 0.0, 0.0, 2013-01-01 00:00:00, 1.5, 4.4, 0.0
0.0, 0.0, 0.0, 2013-01-02 00:00:00, -0.6, 4.4, 0.0
2.0, 2.0, 0.0, 2013-01-03 00:00:00, -2.5, 2.0, 0.0
1.2, 1.2, 0.0, 2013-01-04 00:00:00, 0.6, 5.8, 0.0
5.1, 5.1, 0.0, 2013-01-05 00:00:00, 3.2, 7.0, 0.0
4.1, 4.1, 0.0, 2013-01-06 00:00:00, 1.0, 6.3, 0.0
0.9, 0.9, 0.0, 2013-01-07 00:00:00, 4.0, 6.0, 0.0
34.0, 34.0, 0.0, 2013-01-08 00:00:00, 0.0, 8.5, 0.0
0.4, 0.4, 0.0, 2013-01-09 00:00:00, 1.5, 8.4, 0.0
0.0, 0.0, 0.0, 2013-01-10 00:00:00, -1.0, 5.5, 0.0
0.0, 0.0, 0.0, 2013-01-11 00:00:00, -4.3, 2.5, 0.0
0.0, 0.0, 0.0, 2013-01-12 00:00:00, -4.1, 2.8, 0.0
0.0, 0.0, 0.0, 2013-01-13 00:00:00, -4.2, 3.2, 0.0
2.2, 2.2, 0.0, 2013-01-14 00:00:00, 0.0, 3.4, 0.0
0.0, 0.0, 0.0, 2013-01-15 00:00:00, 0.9, 5.3, 0.0
0.0, 0.0, 0.0, 2013-01-16 00:00:00, 1.4, 4.5, 0.0
0.0, 0.0, 0.0, 2013-01-17 00:00:00, 1.9, 5.5, 0.0
0.0, 0.0, 0.0, 2013-01-18 00:00:00, 0.5, 5.0, 0.0
0.0, 0.0, 0.0, 2013-01-19 00:00:00, 2.2, 4.8, 0.0
0.0, 0.0, 0.0, 2013-01-20 00:00:00, 0.0, 2.5, 0.0
0.0, 0.0, 0.0, 2013-01-21 00:00:00, -4.0, 1.7, 0.0
5.0, 5.0, 0.0, 2013-01-22 00:00:00, -0.5, 3.0, 0.0
4.2, 4.2, 0.0, 2013-01-23 00:00:00, 1.5, 5.4, 0.0
3.9, 3.9, 0.0, 2013-01-24 00:00:00, -0.5, 4.8, 0.0
2.8, 2.8, 0.0, 2013-01-25 00:00:00, 2.0, 9.5, 0.0
0.4, 0.4, 0.0, 2013-01-26 00:00:00, 2.5, 5.9, 0.0
0.0, 0.0, 0.0, 2013-01-27 00:00:00, -1.0, 5.0, 0.0
0.0, 0.0, 0.0, 2013-01-28 00:00:00, 0.0, 6.0, 0.0
1.5, 1.5, 0.0, 2013-01-29 00:00:00, -0.5, 7.5, 0.0
0.3, 0.3, 0.0, 2013-01-30 00:00:00, 4.0, 6.0, 0.0
0.5, 0.5, 0.0, 2013-01-31 00:00:00, 4.5, 8.5, 0.0
0.0, 0.0, 0.0, 2013-02-01 00:00:00, 5.0, 7.7, 0.0
0.0, 0.0, 0.0, 2013-02-02 00:00:00, 4.8, 6.1, 0.0
0.0, 0.0, 0.0, 2013-02-03 00:00:00, 4.5, 7.0, 0.0
3.3, 3.3, 0.0, 2013-02-04 00:00:00, 4.5, 9.5, 0.0
10.7, 10.7, 0.0, 2013-02-05 00:00:00, 4.5, 9.5, 0.0
8.3, 8.3, 0.0, 2013-02-06 00:00:00, 1.6, 7.6, 0.0
0.4, 0.4, 0.0, 2013-02-07 00:00:00, 3.0, 8.5, 0.0
0.0, 0.0, 0.0, 2013-02-08 00:00:00, -1.0, 7.5, 0.0
0.0, 0.0, 0.0, 2013-02-09 00:00:00, -0.5, 6.5, 0.0
0.0, 0.0, 0.0, 2013-02-10 00:00:00, 3.9, 8.0, 0.0
0.0, 0.0, 0.0, 2013-02-11 00:00:00, 2.0, 8.0, 0.0
0.1, 0.1, 0.0, 2013-02-12 00:00:00, 3.2, 10.0, 0.0
4.6, 4.6, 0.0, 2013-02-13 00:00:00, 1.5, 9.0, 0.0
1.3, 1.3, 0.0, 2013-02-14 00:00:00, 4.0, 7.0, 0.0
0.3, 0.3, 0.0, 2013-02-15 00:00:00, 5.5, 7.0, 0.0
0.0, 0.0, 0.0, 2013-02-16 00:00:00, 2.5, 10.5, 0.0
3.9, 3.9, 0.0, 2013-02-17 00:00:00, -1.5, 8.0, 0.0
6.8, 6.8, 0.0, 2013-02-18 00:00:00, -0.5, 6.5, 0.0
0.0, 0.0, 0.0, 2013-02-19 00:00:00, 2.6, 8.0, 0.0
0.6, 0.6, 0.0, 2013-02-20 00:00:00, -5.0, 6.5, 0.0
3.6, 3.6, 0.0, 2013-02-21 00:00:00, 0.0, 10.6, 0.0
2.8, 2.8, 0.0, 2013-02-22 00:00:00, 3.8, 10.2, 0.0
0.0, 0.0, 0.0, 2013-02-23 00:00:00, 1.5, 9.4, 0.0
14.5, 14.5, 0.0, 2013-02-24 00:00:00, 2.7, 9.0, 0.0
0.8, 0.8, 0.0, 2013-02-25 00:00:00, 3.5, 11.5, 0.0
0.6, 0.6, 0.0, 2013-02-26 00:00:00, -1.5, 7.5, 0.0
3.1, 3.1, 0.0, 2013-02-27 00:00:00, -1.5, 7.5, 0.0
14.7, 14.7, 0.0, 2013-02-28 00:00:00, -0.2, 7.2, 0.0
0.0, 0.0, 0.0, 2013-04-01 00:00:00, 1.0, 17.1, 0.0
0.0, 0.0, 0.0, 2013-04-02 00:00:00, 5.9, 12.6, 0.0
0.0, 0.0, 0.0, 2013-04-03 00:00:00, 6.0, 13.0, 0.0
9.0, 9.0, 0.0, 2013-04-04 00:00:00, -0.5, 10.0, 0.0
4.4, 4.4, 0.0, 2013-04-05 00:00:00, 6.5, 13.2, 0.0
0.0, 0.0, 0.0, 2013-04-06 00:00:00, 6.4, 12.5, 0.0
0.0, 0.0, 0.0, 2013-04-07 00:00:00, 2.8, 13.2, 0.0
2.7, 2.7, 0.0, 2013-04-08 00:00:00, 0.5, 13.3, 0.0
10.6, 10.6, 0.0, 2013-04-09 00:00:00, 1.0, 9.2, 0.0
3.0, 3.0, 0.0, 2013-04-10 00:00:00, 6.0, 13.2, 0.0
0.0, 0.0, 0.0, 2013-04-11 00:00:00, 4.9, 11.4, 0.0
2.1, 2.1, 0.0, 2013-04-12 00:00:00, 2.1, 8.5, 0.0
0.0, 0.0, 0.0, 2013-04-13 00:00:00, 0.0, 10.0, 0.0
0.0, 0.0, 0.0, 2013-04-14 00:00:00, -1.0, 11.5, 0.0
0.0, 0.0, 0.0, 2013-04-15 00:00:00, 0.0, 15.3, 0.0
0.0, 0.0, 0.0, 2013-04-16 00:00:00, -0.2, 15.4, 0.0
2.4, 2.4, 0.0, 2013-04-17 00:00:00, 2.4, 13.0, 0.0
7.2, 7.2, 0.0, 2013-04-18 00:00:00, 5.7, 10.0, 0.0
4.0, 4.0, 0.0, 2013-04-19 00:00:00, 2.0, 14.2, 0.0
1.0, 1.0, 0.0, 2013-04-20 00:00:00, 6.0, 12.0, 0.0
0.0, 0.0, 0.0, 2013-04-21 00:00:00, 6.0, 13.0, 0.0
0.0, 0.0, 0.0, 2013-04-22 00:00:00, -1.0, 15.4, 0.0
0.0, 0.0, 0.0, 2013-04-23 00:00:00, 4.0, 17.2, 0.0
0.0, 0.0, 0.0, 2013-04-24 00:00:00, 0.6, 17.8, 0.0
0.0, 0.0, 0.0, 2013-04-25 00:00:00, 3.5, 16.7, 0.0
0.0, 0.0, 0.0, 2013-04-26 00:00:00, 3.9, 17.5, 0.0
6.5, 6.5, 0.0, 2013-04-27 00:00:00, 8.2, 15.8, 0.0
3.0, 3.0, 0.0, 2013-04-28 00:00:00, 5.7, 15.1, 0.0
2.0, 2.0, 0.0, 2013-04-29 00:00:00, 4.0, 11.0, 0.0
0.0, 0.0, 0.0, 2013-04-30 00:00:00, -1.0, 12.5, 0.0
0.0, 0.0, 0.0, 2013-05-01 00:00:00, -1.5, 14.7, 0.0
0.0, 0.0, 0.0, 2013-05-02 00:00:00, 1.5, 16.1, 0.0
0.0, 0.0, 0.0, 2013-05-03 00:00:00, 2.1, 20.0, 0.0
0.0, 0.0, 0.0, 2013-05-04 00:00:00, 3.0, 24.0, 0.0
0.0, 0.0, 0.0, 2013-05-05 00:00:00, 3.2, 27.3, 0.0
0.0, 0.0, 0.0, 2013-05-06 00:00:00, 6.9, 27.5, 0.0
0.0, 0.0, 0.0, 2013-05-07 00:00:00, 7.5, 22.7, 0.0
0.0, 0.0, 0.0, 2013-05-08 00:00:00, 7.1, 20.0, 0.0
0.0, 0.0, 0.0, 2013-05-09 00:00:00, 6.4, 21.0, 0.0
0.0, 0.0, 0.0, 2013-05-10 00:00:00, 6.8, 21.0, 0.0
2.5, 2.5, 0.0, 2013-05-11 00:00:00, 10.5, 21.0, 0.0
2.1, 2.1, 0.0, 2013-05-12 00:00:00, 13.5, 17.5, 0.0
6.6, 6.6, 0.0, 2013-05-13 00:00:00, 11.0, 14.5, 0.0
1.8, 1.8, 0.0, 2013-05-14 00:00:00, 7.4, 15.0, 0.0
0.6, 0.6, 0.0, 2013-05-15 00:00:00, 8.6, 14.8, 0.0
0.6, 0.6, 0.0, 2013-05-16 00:00:00, 9.0, 17.4, 0.0
6.4, 6.4, 0.0, 2013-05-17 00:00:00, 9.0, 15.0, 0.0
0.5, 0.5, 0.0, 2013-05-18 00:00:00, 7.5, 18.0, 0.0
0.0, 0.0, 0.0, 2013-05-19 00:00:00, 8.5, 18.0, 0.0
13.4, 13.4, 0.0, 2013-05-20 00:00:00, 6.0, 18.0, 0.0
1.6, 1.6, 0.0, 2013-05-21 00:00:00, 7.0, 12.4, 0.0
12.6, 12.6, 0.0, 2013-05-22 00:00:00, 6.2, 16.5, 0.0
0.0, 0.0, 0.0, 2013-05-23 00:00:00, 8.5, 16.0, 0.0
0.0, 0.0, 0.0, 2013-05-24 00:00:00, 5.5, 16.8, 0.0
4.4, 4.4, 0.0, 2013-05-25 00:00:00, 4.1, 15.0, 0.0
6.2, 6.2, 0.0, 2013-05-26 00:00:00, 6.0, 15.7, 0.0
3.0, 3.0, 0.0, 2013-05-27 00:00:00, 10.4, 14.0, 0.0
8.7, 8.7, 0.0, 2013-05-28 00:00:00, 11.0, 14.0, 0.0
3.0, 3.0, 0.0, 2013-05-29 00:00:00, 8.0, 14.0, 0.0
4.8, 4.8, 0.0, 2013-05-30 00:00:00, 7.5, 14.0, 0.0
3.0, 3.0, 0.0, 2013-05-31 00:00:00, 7.5, 16.5, 0.0
0.0, 0.0, 0.0, 2013-06-01 00:00:00, 6.5, 15.2, 0.0
0.0, 0.0, 0.0, 2013-06-02 00:00:00, 8.4, 20.2, 0.0
0.0, 0.0, 0.0, 2013-06-03 00:00:00, 5.6, 19.9, 0.0
0.4, 0.4, 0.0, 2013-06-04 00:00:00, 6.4, 22.1, 0.0
0.0, 0.0, 0.0, 2013-06-05 00:00:00, 12.4, 21.4, 0.0
0.0, 0.0, 0.0, 2013-06-06 00:00:00, 7.0, 21.8, 0.0
0.0, 0.0, 0.0, 2013-06-07 00:00:00, 13.5, 21.4, 0.0
0.0, 0.0, 0.0, 2013-06-08 00:00:00, 10.8, 17.4, 0.0
0.0, 0.0, 0.0, 2013-06-09 00:00:00, 7.5, 18.0, 0.0
1.0, 1.0, 0.0, 2013-06-10 00:00:00, 5.1, 20.0, 0.0
5.0, 5.0, 0.0, 2013-06-11 00:00:00, 10.4, 15.5, 0.0
3.4, 3.4, 0.0, 2013-06-12 00:00:00, 8.3, 16.5, 0.0
0.0, 0.0, 0.0, 2013-06-13 00:00:00, 5.2, 19.6, 0.0
0.0, 0.0, 0.0, 2013-06-14 00:00:00, 10.4, 18.2, 0.0
0.0, 0.0, 0.0, 2013-06-15 00:00:00, 6.1, 21.1, 0.0
0.0, 0.0, 0.0, 2013-06-16 00:00:00, 10.8, 25.0, 0.0
9.9, 9.9, 0.0, 2013-06-17 00:00:00, 12.1, 20.9, 0.0
1.6, 1.6, 0.0, 2013-06-18 00:00:00, 10.3, 19.5, 0.0
0.0, 0.0, 0.0, 2013-06-19 00:00:00, 8.4, 22.5, 0.0
1.7, 1.7, 0.0, 2013-06-20 00:00:00, 13.5, 22.0, 0.0
0.0, 0.0, 0.0, 2013-06-21 00:00:00, 12.0, 19.0, 0.0
0.0, 0.0, 0.0, 2013-06-22 00:00:00, 13.6, 19.0, 0.0
6.1, 6.1, 0.0, 2013-06-23 00:00:00, 8.5, 18.0, 0.0
0.8, 0.8, 0.0, 2013-06-24 00:00:00, 14.8, 18.0, 0.0
3.9, 3.9, 0.0, 2013-06-25 00:00:00, 13.0, 19.1, 0.0
16.0, 16.0, 0.0, 2013-06-26 00:00:00, 12.5, 19.5, 0.0
2.2, 2.2, 0.0, 2013-06-27 00:00:00, 13.0, 20.6, 0.0
0.4, 0.4, 0.0, 2013-06-28 00:00:00, 12.0, 20.3, 0.0
0.0, 0.0, 0.0, 2013-06-29 00:00:00, 13.6, 26.4, 0.0
0.0, 0.0, 0.0, 2013-06-30 00:00:00, 13.5, 28.3, 0.0
0.0, 0.0, 0.0, 2013-07-01 00:00:00, 15.0, 30.7, 0.0
0.0, 0.0, 0.0, 2013-07-02 00:00:00, 13.8, 28.6, 0.0
0.0, 0.0, 0.0, 2013-07-03 00:00:00, 9.5, 23.0, 0.0
0.0, 0.0, 0.0, 2013-07-04 00:00:00, 9.6, 21.5, 0.0
0.0, 0.0, 0.0, 2013-07-05 00:00:00, 9.8, 22.3, 0.0
0.0, 0.0, 0.0, 2013-07-06 00:00:00, 8.6, 25.1, 0.0
0.0, 0.0, 0.0, 2013-07-07 00:00:00, 11.1, 23.9, 0.0
0.0, 0.0, 0.0, 2013-07-08 00:00:00, 10.5, 25.0, 0.0
0.0, 0.0, 0.0, 2013-07-09 00:00:00, 11.0, 23.5, 0.0
0.0, 0.0, 0.0, 2013-07-10 00:00:00, 10.0, 23.5, 0.0
0.0, 0.0, 0.0, 2013-07-11 00:00:00, 12.0, 21.0, 0.0
0.0, 0.0, 0.0, 2013-07-12 00:00:00, 8.5, 21.7, 0.0
0.0, 0.0, 0.0, 2013-07-13 00:00:00, 7.5, 22.3, 0.0
0.0, 0.0, 0.0, 2013-07-14 00:00:00, 8.5, 22.7, 0.0
0.0, 0.0, 0.0, 2013-07-15 00:00:00, 7.6, 28.5, 0.0
0.0, 0.0, 0.0, 2013-07-16 00:00:00, 8.0, 27.8, 0.0
0.0, 0.0, 0.0, 2013-07-17 00:00:00, 15.5, 25.0, 0.0
0.0, 0.0, 0.0, 2013-07-18 00:00:00, 11.6, 25.5, 0.0
0.0, 0.0, 0.0, 2013-07-19 00:00:00, 11.6, 26.0, 0.0
0.0, 0.0, 0.0, 2013-07-20 00:00:00, 11.5, 24.5, 0.0
0.0, 0.0, 0.0, 2013-07-21 00:00:00, 10.8, 24.2, 0.0
0.0, 0.0, 0.0, 2013-07-22 00:00:00, 10.8, 25.5, 0.0
0.0, 0.0, 0.0, 2013-07-23 00:00:00, 9.5, 27.5, 0.0
0.0, 0.0, 0.0, 2013-07-24 00:00:00, 10.2, 26.5, 0.0
0.0, 0.0, 0.0, 2013-07-25 00:00:00, 9.4, 26.0, 0.0
0.0, 0.0, 0.0, 2013-07-26 00:00:00, 9.5, 24.3, 0.0
0.0, 0.0, 0.0, 2013-07-27 00:00:00, 7.8, 24.2, 0.0
0.0, 0.0, 0.0, 2013-07-28 00:00:00, 8.5, 24.8, 0.0
0.0, 0.0, 0.0, 2013-07-29 00:00:00, 10.2, 27.0, 0.0
0.0, 0.0, 0.0, 2013-07-30 00:00:00, 10.0, 26.2, 0.0
0.0, 0.0, 0.0, 2013-07-31 00:00:00, 10.9, 26.9, 0.0
0.0, 0.0, 0.0, 2013-08-01 00:00:00, 16.1, 24.5, 0.0
0.0, 0.0, 0.0, 2013-08-02 00:00:00, 14.5, 20.0, 0.0
0.0, 0.0, 0.0, 2013-08-03 00:00:00, 15.0, 32.5, 0.0
0.0, 0.0, 0.0, 2013-08-04 00:00:00, 10.0, 26.0, 0.0
0.0, 0.0, 0.0, 2013-08-05 00:00:00, 9.5, 26.0, 0.0
0.0, 0.0, 0.0, 2013-08-06 00:00:00, 10.0, 27.0, 0.0
0.0, 0.0, 0.0, 2013-08-07 00:00:00, 11.3, 29.1, 0.0
0.0, 0.0, 0.0, 2013-08-08 00:00:00, 12.5, 27.0, 0.0
0.0, 0.0, 0.0, 2013-08-09 00:00:00, 11.5, 28.5, 0.0
0.0, 0.0, 0.0, 2013-08-10 00:00:00, 12.0, 24.3, 0.0
3.3, 3.3, 0.0, 2013-08-11 00:00:00, 12.6, 20.5, 0.0
2.6, 2.6, 0.0, 2013-08-12 00:00:00, 14.0, 23.0, 0.0
0.0, 0.0, 0.0, 2013-08-13 00:00:00, 12.7, 24.2, 0.0
1.8, 1.8, 0.0, 2013-08-14 00:00:00, 11.9, 22.4, 0.0
0.8, 0.8, 0.0, 2013-08-15 00:00:00, 12.1, 21.9, 0.0
4.4, 4.4, 0.0, 2013-08-16 00:00:00, 14.6, 21.5, 0.0
0.0, 0.0, 0.0, 2013-08-17 00:00:00, 16.2, 23.0, 0.0
0.0, 0.0, 0.0, 2013-08-18 00:00:00, 11.8, 24.2, 0.0
0.0, 0.0, 0.0, 2013-08-19 00:00:00, 13.4, 23.4, 0.0
0.0, 0.0, 0.0, 2013-08-20 00:00:00, 12.3, 23.7, 0.0
0.0, 0.0, 0.0, 2013-08-21 00:00:00, 7.3, 25.8, 0.0
0.0, 0.0, 0.0, 2013-08-22 00:00:00, 8.4, 26.5, 0.0
0.0, 0.0, 0.0, 2013-08-23 00:00:00, 10.0, 22.8, 0.0
0.4, 0.4, 0.0, 2013-08-24 00:00:00, 11.0, 20.9, 0.0
0.0, 0.0, 0.0, 2013-08-25 00:00:00, 6.5, 27.0, 0.0
3.5, 3.5, 0.0, 2013-08-26 00:00:00, 7.5, 22.1, 0.0
3.7, 3.7, 0.0, 2013-08-27 00:00:00, 12.1, 20.5, 0.0
8.0, 8.0, 0.0, 2013-08-28 00:00:00, 13.2, 20.0, 0.0
11.2, 11.2, 0.0, 2013-08-29 00:00:00, 15.5, 21.0, 0.0
0.3, 0.3, 0.0, 2013-08-30 00:00:00, 13.0, 21.1, 0.0
0.0, 0.0, 0.0, 2013-08-31 00:00:00, 10.7, 22.0, 0.0
0.0, 0.0, 0.0, 2013-09-01 00:00:00, 10.2, 23.0, 0.0
5.4, 5.4, 0.0, 2013-09-02 00:00:00, 11.7, 23.4, 0.0
1.4, 1.4, 0.0, 2013-09-03 00:00:00, 12.2, 21.4, 0.0
0.0, 0.0, 0.0, 2013-09-04 00:00:00, 11.4, 23.0, 0.0
1.0, 1.0, 0.0, 2013-09-05 00:00:00, 10.1, 21.2, 0.0
0.0, 0.0, 0.0, 2013-09-06 00:00:00, 10.1, 22.5, 0.0
0.0, 0.0, 0.0, 2013-09-07 00:00:00, 13.0, 21.5, 0.0
0.0, 0.0, 0.0, 2013-09-08 00:00:00, 10.5, 22.5, 0.0
0.0, 0.0, 0.0, 2013-09-09 00:00:00, 10.6, 22.0, 0.0
