station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, MIN_TEMP, ONE_DAY_SNOW, time, SNOW_ON_THE_GROUND, MAX_TEMP
None, None, 0.0, None, 2011-04-16 00:00:00, None, 10.3
None, None, -1.7, None, 2011-04-17 00:00:00, None, 8.2
None, None, -0.4, None, 2011-04-18 00:00:00, None, 10.6
None, None, -1.4, None, 2011-04-19 00:00:00, None, 12.3
None, None, -0.9, None, 2011-04-20 00:00:00, None, 10.6
None, None, 1.8, None, 2011-04-21 00:00:00, None, 12.6
None, None, -2.3, None, 2011-04-22 00:00:00, None, 14.9
None, None, -2.2, None, 2011-04-23 00:00:00, None, 16.6
None, None, -1.5, None, 2011-04-24 00:00:00, None, 18.0
None, None, 4.8, None, 2011-04-25 00:00:00, None, 14.7
None, None, 1.3, None, 2011-04-26 00:00:00, None, 16.4
None, None, 4.4, None, 2011-04-27 00:00:00, None, 11.8
None, None, 1.5, None, 2011-04-28 00:00:00, None, 7.7
None, None, 2.7, None, 2011-04-29 00:00:00, None, 16.2
None, None, 2.7, None, 2011-04-30 00:00:00, None, 15.4
None, None, -0.6, None, 2011-05-01 00:00:00, None, 19.2
None, None, 1.1, None, 2011-05-02 00:00:00, None, 14.9
None, None, 5.0, None, 2011-05-03 00:00:00, None, 16.1
None, None, 4.3, None, 2011-05-04 00:00:00, None, 18.4
None, None, 3.9, None, 2011-05-05 00:00:00, None, 12.3
None, None, 3.6, None, 2011-05-06 00:00:00, None, 15.7
None, None, 6.0, None, 2011-05-07 00:00:00, None, 16.1
None, None, 5.7, None, 2011-05-08 00:00:00, None, 17.6
None, None, 1.9, None, 2011-05-09 00:00:00, None, 20.9
None, None, 2.9, None, 2011-05-10 00:00:00, None, 24.0
None, None, 6.4, None, 2011-05-11 00:00:00, None, 24.7
None, None, 6.6, None, 2011-05-12 00:00:00, None, 16.9
None, None, 2.3, None, 2011-05-13 00:00:00, None, 19.5
None, None, 4.3, None, 2011-05-14 00:00:00, None, 27.0
None, None, 5.4, None, 2011-05-15 00:00:00, None, 23.8
None, None, 7.3, None, 2011-05-16 00:00:00, None, 15.4
None, None, 5.8, None, 2011-05-17 00:00:00, None, None
0.0, None, 2.6, None, 2011-05-19 00:00:00, None, 21.3
0.0, None, 4.9, None, 2011-05-20 00:00:00, None, 24.9
0.0, None, 6.7, None, 2011-05-21 00:00:00, None, 23.2
4.6, None, 9.4, None, 2011-05-22 00:00:00, None, 16.5
0.0, None, 8.6, None, 2011-05-23 00:00:00, None, 21.9
0.8, None, 9.5, None, 2011-05-24 00:00:00, None, 20.8
0.2, None, 10.7, None, 2011-05-25 00:00:00, None, 16.9
20.0, None, 5.6, None, 2011-05-26 00:00:00, None, 11.6
1.2, None, 5.3, None, 2011-05-27 00:00:00, None, 12.6
0.8, None, 5.7, None, 2011-05-28 00:00:00, None, 18.1
0.2, None, 3.6, None, 2011-05-29 00:00:00, None, 23.0
0.0, None, 4.4, None, 2011-05-30 00:00:00, None, 24.4
0.0, None, 6.5, None, 2011-05-31 00:00:00, None, 22.5
1.8, None, 7.6, None, 2011-06-01 00:00:00, None, 20.0
0.0, None, 6.5, None, 2011-06-02 00:00:00, None, 22.1
0.0, None, 9.4, None, 2011-06-03 00:00:00, None, 23.2
0.0, None, 7.8, None, 2011-06-04 00:00:00, None, 27.4
0.0, None, 9.0, None, 2011-06-05 00:00:00, None, 26.9
0.0, None, 11.3, None, 2011-06-06 00:00:00, None, 25.5
12.2, None, 7.9, None, 2011-06-07 00:00:00, None, 15.6
0.2, None, 9.0, None, 2011-06-08 00:00:00, None, 19.7
0.0, None, 10.8, None, 2011-06-09 00:00:00, None, 26.7
5.0, None, 11.3, None, 2011-06-10 00:00:00, None, 18.9
0.2, None, 10.4, None, 2011-06-11 00:00:00, None, 20.4
0.0, None, 8.1, None, 2011-06-12 00:00:00, None, 21.9
4.6, None, 11.0, None, 2011-06-13 00:00:00, None, 17.8
1.8, None, 10.0, None, 2011-06-14 00:00:00, None, 21.4
0.0, None, 8.1, None, 2011-06-15 00:00:00, None, 19.8
0.4, None, 10.1, None, 2011-06-16 00:00:00, None, 15.5
1.0, None, 11.2, None, 2011-06-17 00:00:00, None, 16.5
1.8, None, 10.8, None, 2011-06-18 00:00:00, None, 22.2
4.0, None, 12.7, None, 2011-06-19 00:00:00, None, 17.3
5.2, None, 11.1, None, 2011-06-20 00:00:00, None, 24.1
0.8, None, 11.8, None, 2011-06-21 00:00:00, None, 25.1
0.0, None, 10.3, None, 2011-06-22 00:00:00, None, 28.9
3.4, None, 10.4, None, 2011-06-23 00:00:00, None, 20.5
0.8, None, 7.5, None, 2011-06-24 00:00:00, None, 18.7
0.0, None, 8.8, None, 2011-06-25 00:00:00, None, 20.4
0.0, None, 9.6, None, 2011-06-26 00:00:00, None, 25.9
0.0, None, 10.2, None, 2011-06-27 00:00:00, None, 25.0
4.2, None, 13.0, None, 2011-06-28 00:00:00, None, 22.2
2.6, None, 13.2, None, 2011-06-29 00:00:00, None, 20.6
0.2, None, 10.5, None, 2011-06-30 00:00:00, None, 21.2
0.0, None, 10.6, None, 2011-07-01 00:00:00, None, 18.5
0.0, None, 7.6, None, 2011-07-02 00:00:00, None, 28.8
0.8, None, 13.3, None, 2011-07-03 00:00:00, None, 26.2
0.0, None, 8.5, None, 2011-07-04 00:00:00, None, 25.9
0.0, None, 9.5, None, 2011-07-05 00:00:00, None, 29.8
0.0, None, 11.0, None, 2011-07-06 00:00:00, None, 32.0
8.0, None, 11.6, None, 2011-07-07 00:00:00, None, 33.4
0.2, None, 11.2, None, 2011-07-08 00:00:00, None, 18.9
0.0, None, 7.3, None, 2011-07-09 00:00:00, None, 23.7
0.0, None, 7.4, None, 2011-07-10 00:00:00, None, 26.7
0.0, None, 13.1, None, 2011-07-11 00:00:00, None, 27.7
5.6, None, 13.4, None, 2011-07-12 00:00:00, None, 27.0
5.1, None, 14.2, None, 2011-07-13 00:00:00, None, 21.1
None, None, 11.2, None, 2011-07-14 00:00:00, None, 18.8
0.2, None, 11.1, None, 2011-07-15 00:00:00, None, 19.1
0.0, None, 10.0, None, 2011-07-16 00:00:00, None, 25.9
0.0, None, 11.8, None, 2011-07-17 00:00:00, None, 26.8
2.4, None, 14.8, None, 2011-07-18 00:00:00, None, 22.5
13.6, None, 12.9, None, 2011-07-19 00:00:00, None, 18.6
1.6, None, 12.5, None, 2011-07-20 00:00:00, None, 22.9
19.4, None, 11.0, None, 2011-07-21 00:00:00, None, 20.2
2.2, None, 9.6, None, 2011-07-22 00:00:00, None, 22.2
0.0, None, 10.6, None, 2011-07-23 00:00:00, None, 23.9
0.0, None, 9.3, None, 2011-07-24 00:00:00, None, 28.5
9.4, None, 11.2, None, 2011-07-25 00:00:00, None, 21.9
50.8, None, 13.3, None, 2011-07-26 00:00:00, None, 21.4
0.4, None, 12.3, None, 2011-07-27 00:00:00, None, 22.4
None, None, 9.8, None, 2011-07-28 00:00:00, None, 25.2
0.0, None, 13.0, None, 2011-07-29 00:00:00, None, 25.0
0.0, None, 9.0, None, 2011-07-30 00:00:00, None, 31.6
0.0, None, 12.9, None, 2011-07-31 00:00:00, None, 26.9
0.0, None, 10.9, None, 2011-08-01 00:00:00, None, 26.6
0.0, None, 9.3, None, 2011-08-02 00:00:00, None, 21.5
0.0, None, 9.6, None, 2011-08-03 00:00:00, None, 26.9
0.0, None, 10.8, None, 2011-08-04 00:00:00, None, 29.2
0.0, None, 13.2, None, 2011-08-05 00:00:00, None, 30.6
0.0, None, 12.7, None, 2011-08-06 00:00:00, None, 29.4
0.0, None, 11.0, None, 2011-08-07 00:00:00, None, 28.7
0.0, None, 10.6, None, 2011-08-08 00:00:00, None, 28.3
0.0, None, 12.6, None, 2011-08-09 00:00:00, None, 28.7
0.2, None, 13.5, None, 2011-08-10 00:00:00, None, 28.1
0.2, None, 11.2, None, 2011-08-11 00:00:00, None, 26.0
0.0, None, 11.6, None, 2011-08-12 00:00:00, None, 30.6
0.0, None, 13.1, None, 2011-08-13 00:00:00, None, 32.6
0.2, None, 12.1, None, 2011-08-14 00:00:00, None, 28.7
4.6, None, 9.7, None, 2011-08-15 00:00:00, None, 18.8
0.0, None, 8.5, None, 2011-08-16 00:00:00, None, 23.9
0.0, None, 8.5, None, 2011-08-17 00:00:00, None, 24.3
0.0, None, 9.9, None, 2011-08-18 00:00:00, None, 22.2
0.0, None, 6.6, None, 2011-08-19 00:00:00, None, 24.7
None, None, 8.2, None, 2011-08-20 00:00:00, None, 27.6
0.0, None, 10.4, None, 2011-08-21 00:00:00, None, 27.1
0.0, None, 11.1, None, 2011-08-22 00:00:00, None, 23.5
0.0, None, 12.7, None, 2011-08-23 00:00:00, None, 25.7
0.0, None, 10.4, None, 2011-08-24 00:00:00, None, 27.2
0.0, None, 12.9, None, 2011-08-25 00:00:00, None, 28.3
0.0, None, 11.1, None, 2011-08-26 00:00:00, None, 28.5
0.0, None, 11.3, None, 2011-08-27 00:00:00, None, 27.2
0.0, None, 9.8, None, 2011-08-28 00:00:00, None, 28.7
0.0, None, 10.6, None, 2011-08-29 00:00:00, None, 27.1
0.0, None, 11.7, None, 2011-08-30 00:00:00, None, 22.8
0.0, None, 9.0, None, 2011-08-31 00:00:00, None, 23.2
0.0, None, 7.0, None, 2011-09-01 00:00:00, None, 22.9
0.2, None, 7.4, None, 2011-09-02 00:00:00, None, 20.6
0.0, None, 4.6, None, 2011-09-03 00:00:00, None, 21.6
0.0, None, 5.9, None, 2011-09-04 00:00:00, None, 24.8
0.0, None, 7.2, None, 2011-09-05 00:00:00, None, 25.1
0.0, None, 7.9, None, 2011-09-06 00:00:00, None, 26.8
0.0, None, 8.7, None, 2011-09-07 00:00:00, None, 27.0
0.0, None, 9.2, None, 2011-09-08 00:00:00, None, 26.8
0.0, None, 10.0, None, 2011-09-09 00:00:00, None, 27.7
0.0, None, 9.9, None, 2011-09-10 00:00:00, None, 28.2
0.0, None, 9.7, None, 2011-09-11 00:00:00, None, 27.4
0.0, None, 10.5, None, 2011-09-12 00:00:00, None, 27.3
0.0, None, 11.7, None, 2011-09-13 00:00:00, None, 26.5
0.0, None, 10.8, None, 2011-09-14 00:00:00, None, 26.9
0.0, None, 10.5, None, 2011-09-15 00:00:00, None, 24.8
0.4, None, 9.5, None, 2011-09-16 00:00:00, None, 22.3
0.0, None, 8.1, None, 2011-09-17 00:00:00, None, 19.3
1.4, None, 9.6, None, 2011-09-18 00:00:00, None, 18.6
4.6, None, 7.3, None, 2011-09-19 00:00:00, None, 20.5
0.0, None, 3.5, None, 2011-09-20 00:00:00, None, 19.3
0.0, None, 5.9, None, 2011-09-21 00:00:00, None, 20.0
0.6, None, 11.7, None, 2011-09-22 00:00:00, None, 15.7
0.0, None, 10.2, None, 2011-09-23 00:00:00, None, 24.4
0.0, None, 9.7, None, 2011-09-24 00:00:00, None, 25.6
0.2, None, 13.2, None, 2011-09-25 00:00:00, None, 20.8
4.6, None, 6.7, None, 2011-09-26 00:00:00, None, 15.9
0.4, None, 7.8, None, 2011-09-27 00:00:00, None, 20.7
0.0, None, 5.4, None, 2011-09-28 00:00:00, None, 19.5
0.0, None, 2.3, None, 2011-09-29 00:00:00, None, 16.2
0.0, None, 3.7, None, 2011-09-30 00:00:00, None, 19.2
7.6, None, 7.7, None, 2011-10-01 00:00:00, None, 13.0
0.8, None, 10.5, None, 2011-10-02 00:00:00, None, 16.0
0.2, None, 10.4, None, 2011-10-03 00:00:00, None, 17.0
5.2, None, 6.2, None, 2011-10-04 00:00:00, None, 14.9
1.0, None, 6.2, None, 2011-10-05 00:00:00, None, 11.5
3.0, None, 8.8, None, 2011-10-06 00:00:00, None, 14.1
1.4, None, 6.4, None, 2011-10-07 00:00:00, None, 14.7
0.0, None, 2.9, None, 2011-10-08 00:00:00, None, 13.6
0.0, None, 7.2, None, 2011-10-09 00:00:00, None, 15.5
3.0, None, 5.7, None, 2011-10-10 00:00:00, None, 12.7
7.4, None, 8.0, None, 2011-10-11 00:00:00, None, 11.5
1.0, None, 4.8, None, 2011-10-12 00:00:00, None, 12.4
0.0, None, 2.4, None, 2011-10-13 00:00:00, None, 13.0
0.0, None, 1.5, None, 2011-10-14 00:00:00, None, 10.4
0.0, None, 1.3, None, 2011-10-15 00:00:00, None, 7.6
0.0, None, 0.6, None, 2011-10-16 00:00:00, None, 10.5
0.0, None, 0.7, None, 2011-10-17 00:00:00, None, 11.3
0.0, None, 1.2, None, 2011-10-18 00:00:00, None, 10.1
0.0, None, 0.9, None, 2011-10-19 00:00:00, None, 9.7
3.0, None, 5.1, None, 2011-10-20 00:00:00, None, 11.5
4.0, None, 4.1, None, 2011-10-21 00:00:00, None, 11.1
3.8, None, 6.6, None, 2011-10-22 00:00:00, None, 11.4
0.0, None, 3.8, None, 2011-10-23 00:00:00, None, 12.5
0.4, None, 1.3, None, 2011-10-24 00:00:00, None, 13.6
0.0, None, -0.8, None, 2011-10-25 00:00:00, None, 10.3
2.4, None, -2.0, None, 2011-10-26 00:00:00, None, 4.4
0.0, None, -0.5, None, 2011-10-27 00:00:00, None, 10.2
1.5, None, -0.1, None, 2011-10-28 00:00:00, None, 4.5
0.7, None, 0.3, None, 2011-10-29 00:00:00, None, 10.1
3.6, None, 2.0, None, 2011-10-30 00:00:00, None, 6.4
0.5, None, -0.4, None, 2011-10-31 00:00:00, None, 11.4
0.0, None, -1.4, None, 2011-11-01 00:00:00, None, 10.3
0.0, None, -1.6, None, 2011-11-02 00:00:00, None, 8.5
2.4, None, 1.9, None, 2011-11-03 00:00:00, None, 5.4
None, None, -0.1, None, 2011-11-08 00:00:00, None, 7.2
0.0, None, 1.6, None, 2011-11-09 00:00:00, None, 4.6
0.0, None, 1.5, None, 2011-11-10 00:00:00, None, 5.1
6.0, None, 2.1, None, 2011-11-11 00:00:00, None, 5.3
1.6, None, 1.5, None, 2011-11-12 00:00:00, None, 4.2
2.1, None, 0.9, None, 2011-11-13 00:00:00, None, 5.6
2.4, None, -3.0, None, 2011-11-14 00:00:00, None, 4.3
0.0, None, -4.1, None, 2011-11-15 00:00:00, None, 3.9
4.8, None, -7.4, None, 2011-11-16 00:00:00, None, -1.2
5.5, None, -5.0, None, 2011-11-17 00:00:00, None, 1.6
0.3, None, -5.3, None, 2011-11-18 00:00:00, None, 0.0
0.0, None, -5.8, None, 2011-11-19 00:00:00, None, 0.0
0.0, None, -4.9, None, 2011-11-20 00:00:00, None, 0.5
5.4, None, -6.8, None, 2011-11-21 00:00:00, None, -0.1
8.7, None, -0.8, None, 2011-11-22 00:00:00, None, 3.4
5.8, None, 1.1, None, 2011-11-23 00:00:00, None, 8.7
0.8, None, -0.6, None, 2011-11-24 00:00:00, None, 2.9
0.0, None, -1.1, None, 2011-11-25 00:00:00, None, 6.4
0.3, 0.0, -1.1, None, 2011-11-26 00:00:00, None, 2.9
0.0, None, 1.1, None, 2011-11-27 00:00:00, None, 7.9
0.0, None, -0.9, None, 2011-11-28 00:00:00, None, 8.1
6.1, None, -1.3, None, 2011-11-29 00:00:00, None, 2.1
0.0, None, -1.4, None, 2011-11-30 00:00:00, None, 4.8
0.0, None, -2.7, None, 2011-12-01 00:00:00, None, 0.9
0.0, None, -1.8, None, 2011-12-02 00:00:00, None, 6.7
0.0, None, -1.8, None, 2011-12-03 00:00:00, None, 0.6
0.0, None, -2.7, None, 2011-12-04 00:00:00, None, 5.2
0.0, None, -2.6, None, 2011-12-05 00:00:00, None, 0.8
0.0, None, -4.3, None, 2011-12-06 00:00:00, None, 2.9
0.0, None, -5.0, None, 2011-12-07 00:00:00, 1.0, 0.3
0.0, None, -6.6, None, 2011-12-08 00:00:00, 1.0, -0.7
0.0, None, -5.9, None, 2011-12-09 00:00:00, None, 2.1
0.0, None, -6.5, None, 2011-12-10 00:00:00, None, -1.3
0.0, None, -2.6, None, 2011-12-11 00:00:00, None, -0.3
0.0, None, -6.5, None, 2011-12-12 00:00:00, 1.0, 0.9
0.0, None, -5.6, None, 2011-12-13 00:00:00, 1.0, -1.1
0.0, None, -2.3, None, 2011-12-14 00:00:00, 2.0, 0.2
1.5, 0.0, -2.0, None, 2011-12-15 00:00:00, 3.0, 0.5
2.2, 0.0, -1.3, None, 2011-12-16 00:00:00, 4.0, 1.3
1.0, None, -0.2, None, 2011-12-17 00:00:00, 7.0, 2.5
1.3, None, 0.2, None, 2011-12-18 00:00:00, 5.0, 4.8
0.0, None, -1.8, None, 2011-12-19 00:00:00, 2.0, 2.3
0.0, None, -3.2, None, 2011-12-20 00:00:00, 2.0, 2.6
0.0, None, -4.0, None, 2011-12-21 00:00:00, 2.0, 4.3
0.0, None, -7.6, None, 2011-12-22 00:00:00, 1.0, -0.3
0.0, None, -7.7, None, 2011-12-23 00:00:00, 3.0, -1.2
3.9, 0.0, -2.4, None, 2011-12-24 00:00:00, 3.0, 0.6
None, None, -1.6, None, 2011-12-25 00:00:00, 8.0, 4.3
0.6, None, -0.7, None, 2011-12-26 00:00:00, 9.0, 5.3
5.9, 0.0, -0.4, None, 2011-12-27 00:00:00, 11.0, 1.4
12.0, None, 0.1, None, 2011-12-28 00:00:00, 17.0, 5.2
0.8, None, 2.4, None, 2011-12-29 00:00:00, 10.0, 9.2
5.3, None, 0.2, None, 2011-12-30 00:00:00, 9.0, 5.3
1.0, None, -4.4, None, 2011-12-31 00:00:00, 8.0, 3.5
3.8, None, -12.4, None, 2017-12-31 00:00:00, 44.0, -6.5
