station_observations
time, ONE_DAY_PRECIPITATION, MAX_TEMP, MIN_TEMP
2010-03-07 00:00:00, 21.5, 4.7, -1.9
2010-03-08 00:00:00, 4.0, 4.3, -2.7
2010-03-09 00:00:00, 11.5, 4.0, -1.3
2010-03-10 00:00:00, 11.5, 3.6, -15.1
2010-03-11 00:00:00, 21.0, 2.4, -7.1
2010-03-12 00:00:00, 0.0, 2.6, -6.6
2010-03-13 00:00:00, 5.0, 4.7, -4.0
2010-03-14 00:00:00, 6.0, 5.4, 1.0
2010-03-15 00:00:00, 5.5, 8.6, 1.3
2010-03-16 00:00:00, None, 8.8, 2.9
2010-03-17 00:00:00, 1.5, 7.4, 1.9
2010-03-18 00:00:00, 0.0, 7.9, 1.1
2010-03-19 00:00:00, 0.0, 8.1, 3.0
2010-03-20 00:00:00, 0.5, 8.3, 2.5
2010-03-21 00:00:00, 3.5, 10.1, 7.0
2010-03-22 00:00:00, 0.0, 7.6, 5.2
2010-03-23 00:00:00, 0.0, 10.7, 6.1
2010-03-24 00:00:00, 0.0, 9.1, 7.1
2010-03-25 00:00:00, 4.0, 7.3, 4.3
2010-03-26 00:00:00, 6.5, 8.4, 0.6
2010-03-27 00:00:00, 22.5, 9.2, 6.8
2010-03-28 00:00:00, 10.5, 8.6, 4.1
2010-03-29 00:00:00, 0.0, 8.5, 2.3
2010-03-30 00:00:00, 0.0, 7.4, 2.1
2010-03-31 00:00:00, 0.0, 8.1, 1.5
2010-04-01 00:00:00, 0.0, 8.7, 1.3
2010-04-02 00:00:00, 0.0, 8.8, 1.7
2010-04-03 00:00:00, 0.5, 7.9, 1.8
2010-04-04 00:00:00, 2.0, 9.3, 2.9
2010-04-05 00:00:00, 0.0, 11.6, 3.1
2010-04-06 00:00:00, 0.0, 7.9, 3.0
2010-04-07 00:00:00, 1.0, 6.5, 1.0
2010-04-08 00:00:00, 2.0, 4.0, -1.5
2010-04-09 00:00:00, 0.0, 6.6, 0.5
2010-04-10 00:00:00, 6.0, 8.8, 4.2
2010-04-11 00:00:00, 0.0, 10.2, 3.2
2010-04-12 00:00:00, 0.0, 10.8, 6.1
2010-04-13 00:00:00, 0.0, 10.5, 5.1
2010-04-14 00:00:00, 0.0, 10.2, 5.0
2010-04-15 00:00:00, 0.0, 10.7, 4.1
2010-04-16 00:00:00, 0.0, 9.6, 6.2
2010-04-17 00:00:00, 0.0, 10.7, 6.4
2010-04-18 00:00:00, 4.0, 9.1, 7.8
2010-04-19 00:00:00, None, 9.1, 5.8
2010-04-20 00:00:00, 1.0, 10.5, 4.9
2010-04-21 00:00:00, 0.0, 9.4, 1.2
2010-04-22 00:00:00, 0.0, 10.2, 3.4
2010-04-23 00:00:00, 6.0, 9.3, 4.3
2010-04-24 00:00:00, 10.0, 10.4, 5.5
2010-04-25 00:00:00, 10.5, 8.6, 6.7
2010-04-26 00:00:00, 27.5, 9.3, 7.6
2010-04-27 00:00:00, 6.5, 11.0, 7.6
2010-04-28 00:00:00, 6.0, 10.1, 6.4
2010-04-29 00:00:00, 0.0, 10.7, 5.2
2010-04-30 00:00:00, 2.0, 9.8, 5.0
2010-05-01 00:00:00, 0.0, 10.8, 6.5
2010-05-02 00:00:00, 1.0, 7.6, 3.1
2010-05-03 00:00:00, 0.5, 8.5, 3.1
2010-05-04 00:00:00, 0.0, 10.3, 5.2
2010-05-05 00:00:00, 0.0, 10.2, 6.6
2010-05-06 00:00:00, 0.5, 10.1, 6.2
2010-05-07 00:00:00, 0.0, 11.0, 6.0
2010-05-08 00:00:00, 0.0, 11.5, 5.1
2010-05-09 00:00:00, 3.5, 10.5, 6.1
2010-05-10 00:00:00, 0.0, 12.5, 6.5
2010-05-11 00:00:00, 0.0, 11.4, 5.8
2010-05-12 00:00:00, 0.0, 12.8, 8.2
2010-05-13 00:00:00, 0.0, 11.4, 7.7
2010-05-14 00:00:00, 0.0, 12.4, 6.2
2010-05-15 00:00:00, 9.0, 11.4, 7.3
2010-05-16 00:00:00, 0.0, 11.1, 6.7
2010-05-17 00:00:00, 0.0, 12.2, 7.0
2010-05-18 00:00:00, 6.0, 11.4, 8.3
2010-05-19 00:00:00, 1.0, 12.1, 5.0
2010-05-20 00:00:00, 10.0, 12.2, 4.9
2010-05-21 00:00:00, 0.0, 11.5, 3.1
2010-05-22 00:00:00, 0.0, 12.8, 6.9
2010-05-23 00:00:00, 0.5, 11.4, 6.3
2010-05-24 00:00:00, 7.5, 10.9, 8.6
2010-05-25 00:00:00, 0.0, 12.8, 8.9
2010-05-26 00:00:00, 0.0, 16.3, 9.8
2010-05-27 00:00:00, 0.0, 14.8, 10.7
2010-05-28 00:00:00, 0.0, 14.9, 9.7
2010-05-29 00:00:00, 0.0, 12.3, 8.6
2010-05-30 00:00:00, 1.5, 14.3, 9.1
2010-05-31 00:00:00, 0.5, 14.2, 10.3
2010-06-01 00:00:00, 4.5, 12.5, 9.1
2010-06-02 00:00:00, 10.5, 15.1, 8.4
2010-06-03 00:00:00, None, None, 8.0
2010-10-13 00:00:00, 7.5, 12.1, 7.6
2010-10-14 00:00:00, 8.0, 10.5, 2.6
2010-10-15 00:00:00, 0.0, 9.9, 3.3
2010-10-16 00:00:00, 0.5, 12.9, 7.5
2010-10-17 00:00:00, 11.5, 11.7, 9.6
2010-10-18 00:00:00, 0.5, 12.5, 7.8
2010-10-19 00:00:00, 0.0, 10.6, 5.7
2010-10-20 00:00:00, 1.5, 11.3, 7.5
2010-10-21 00:00:00, 2.5, 10.2, 6.4
2010-10-22 00:00:00, 7.0, 11.1, 9.3
2010-10-23 00:00:00, 1.0, 11.3, 9.6
2010-10-24 00:00:00, 1.5, 12.5, 9.9
2010-10-25 00:00:00, 0.0, 12.1, 9.5
2010-10-26 00:00:00, 0.0, 11.3, 5.8
2010-10-27 00:00:00, 0.0, 10.4, 4.6
2010-10-28 00:00:00, 0.0, 8.9, 5.6
2010-10-29 00:00:00, 0.5, 10.0, 7.4
2010-10-30 00:00:00, 2.5, 9.7, 2.1
2010-10-31 00:00:00, 16.5, 9.6, 1.7
2010-11-01 00:00:00, 9.5, 11.4, 5.8
2010-11-02 00:00:00, 2.5, 13.1, 6.7
2010-11-03 00:00:00, 2.5, 12.1, 9.8
2010-11-04 00:00:00, 20.0, 13.2, 4.4
2010-11-05 00:00:00, 0.0, 8.6, 2.2
2010-11-06 00:00:00, 4.5, 10.2, 4.4
2010-11-07 00:00:00, 0.0, 8.2, 2.5
2010-11-08 00:00:00, 0.0, 8.0, 0.0
2010-11-09 00:00:00, 8.0, 8.8, 5.8
2010-11-10 00:00:00, 0.0, 9.1, 3.0
2010-11-11 00:00:00, 4.5, 9.6, 5.5
2010-11-12 00:00:00, 9.5, 10.3, 5.9
2010-11-13 00:00:00, 2.0, 11.0, 7.6
2010-11-14 00:00:00, 2.5, 11.3, 7.6
2010-11-15 00:00:00, 10.5, 10.7, 7.0
2010-11-16 00:00:00, None, None, 4.4
2010-11-17 00:00:00, None, 4.7, None
2010-11-18 00:00:00, None, 1.7, -1.1
2010-11-22 00:00:00, 1.5, 3.2, -2.2
2010-11-23 00:00:00, 0.0, 1.3, -2.4
2010-11-24 00:00:00, 0.5, 7.9, 0.8
2010-11-25 00:00:00, 13.5, 7.3, 3.3
2010-11-26 00:00:00, 0.5, 6.1, 1.4
2010-11-27 00:00:00, 0.0, 6.5, 1.7
2010-11-28 00:00:00, 0.0, 6.1, 0.1
2010-11-29 00:00:00, 16.5, 9.5, 5.0
2010-11-30 00:00:00, 5.0, 7.2, 0.9
2010-12-01 00:00:00, 0.5, 5.6, 1.7
2010-12-02 00:00:00, 0.0, 6.7, 1.4
2010-12-03 00:00:00, 0.0, 5.1, 0.9
2010-12-04 00:00:00, 0.0, 5.3, -1.5
2010-12-05 00:00:00, 6.5, 7.0, 1.6
2010-12-06 00:00:00, 9.5, 8.0, 5.3
2010-12-07 00:00:00, 13.5, 8.7, 7.2
2010-12-08 00:00:00, 1.0, 8.6, 6.0
2010-12-09 00:00:00, 0.0, 7.1, 4.2
2010-12-10 00:00:00, 0.0, 8.8, 2.8
2010-12-11 00:00:00, 0.0, 6.6, 1.4
2010-12-12 00:00:00, 0.0, 7.2, 3.4
2010-12-13 00:00:00, 14.5, 6.1, 1.8
2010-12-14 00:00:00, 30.5, 6.1, 1.4
2010-12-15 00:00:00, 0.0, 6.2, 0.9
2010-12-16 00:00:00, 3.5, 6.9, 4.8
2010-12-17 00:00:00, 1.5, 6.9, 5.4
2010-12-18 00:00:00, 0.0, 6.5, 1.4
2010-12-19 00:00:00, 0.0, 6.1, 0.2
2010-12-20 00:00:00, 0.0, 2.1, -0.5
2010-12-21 00:00:00, 0.0, 2.8, 0.9
2010-12-22 00:00:00, 17.0, 6.4, 0.1
2010-12-23 00:00:00, 0.0, 5.9, 1.3
2010-12-24 00:00:00, 17.0, 5.8, 1.5
2010-12-25 00:00:00, 4.0, 7.4, 1.4
2010-12-26 00:00:00, 0.0, 6.1, 0.6
2010-12-27 00:00:00, 9.0, 3.4, -2.2
2010-12-28 00:00:00, 1.5, 1.8, -3.3
2010-12-29 00:00:00, 5.5, 2.0, -1.5
2010-12-30 00:00:00, 0.0, 5.2, 0.6
2010-12-31 00:00:00, 7.5, 6.8, 3.3
2011-01-01 00:00:00, 0.0, 5.7, 3.7
2011-01-02 00:00:00, 0.0, 6.6, 3.0
2011-01-03 00:00:00, 0.0, 7.2, 4.3
2011-01-04 00:00:00, 0.0, 9.1, 4.9
2011-01-05 00:00:00, 8.5, 8.6, 3.7
2011-01-06 00:00:00, 0.0, 4.7, 1.5
2011-01-07 00:00:00, 0.0, 5.2, 2.2
2011-01-08 00:00:00, 0.0, 4.7, 2.4
2011-01-09 00:00:00, 0.0, 3.8, 1.1
2011-01-10 00:00:00, 0.0, 1.7, -1.2
2011-01-11 00:00:00, 0.0, 1.4, -0.7
2011-01-12 00:00:00, 0.0, 1.0, -1.3
2011-01-13 00:00:00, 0.0, 1.2, -2.6
2011-01-14 00:00:00, 0.0, 1.4, -2.5
2011-01-15 00:00:00, 10.5, 6.6, 0.8
2011-01-16 00:00:00, 0.0, 9.6, 4.3
2011-01-17 00:00:00, 0.0, 6.0, 0.7
2011-01-18 00:00:00, 0.0, 6.4, -0.4
2011-01-19 00:00:00, 0.0, 7.3, 1.8
2011-01-20 00:00:00, 4.5, 8.8, 4.3
2011-01-21 00:00:00, 9.5, 8.2, 4.4
2011-01-22 00:00:00, 0.0, 9.0, 2.9
2011-01-23 00:00:00, 0.0, 7.7, -0.1
2011-01-24 00:00:00, 0.0, 7.2, 1.6
2011-01-25 00:00:00, 3.0, 8.4, 3.5
2011-01-26 00:00:00, 23.0, 9.0, 6.3
2011-01-27 00:00:00, 2.0, 7.2, 2.1
2011-01-28 00:00:00, 0.0, 4.9, 1.5
2011-01-29 00:00:00, 0.0, 5.2, -0.1
2011-01-30 00:00:00, 0.0, 4.5, -1.9
2011-01-31 00:00:00, 7.0, 6.4, 4.2
2011-02-01 00:00:00, 1.0, 8.2, 6.3
2011-02-02 00:00:00, 0.0, 10.1, 6.1
2011-02-03 00:00:00, 7.0, 11.4, 6.4
2011-02-04 00:00:00, 0.0, 7.9, 1.7
2011-02-05 00:00:00, 6.0, 4.5, 0.9
2011-02-06 00:00:00, 28.5, 9.9, 3.9
2011-02-07 00:00:00, 0.0, 7.6, 4.1
2011-02-08 00:00:00, 0.0, 4.9, 2.1
2011-02-09 00:00:00, 0.0, 8.9, 3.3
2011-02-10 00:00:00, 0.0, 8.2, 6.0
2011-02-11 00:00:00, 0.0, 7.8, 3.5
2011-02-12 00:00:00, 0.0, 5.9, 0.6
2011-02-13 00:00:00, 0.0, 5.1, 1.2
2011-02-14 00:00:00, 7.0, 3.4, 1.3
2011-02-15 00:00:00, 0.0, 5.1, 1.3
2011-02-16 00:00:00, 0.0, 2.1, -1.0
2011-02-17 00:00:00, 0.5, -0.5, -4.4
2011-02-18 00:00:00, 0.0, 0.1, -3.3
2011-02-19 00:00:00, 0.5, 3.0, -1.9
2011-02-20 00:00:00, 0.0, 4.6, 0.8
2011-02-21 00:00:00, 0.0, 5.8, 0.6
2011-02-22 00:00:00, 0.0, 3.1, -0.8
2011-02-23 00:00:00, 0.0, 0.2, -3.7
2011-02-24 00:00:00, 0.0, -0.6, -4.3
2011-02-25 00:00:00, 0.0, 6.6, -2.1
2011-02-26 00:00:00, 0.0, 5.0, 0.1
2011-02-27 00:00:00, 0.0, 2.8, -4.0
2011-02-28 00:00:00, 0.0, 0.1, -4.8
2011-03-01 00:00:00, 0.0, -1.4, -4.3
2011-03-02 00:00:00, 0.0, 0.5, -3.6
2011-03-03 00:00:00, 0.0, 2.6, -4.6
2011-03-04 00:00:00, 10.0, 4.4, -1.1
2011-03-05 00:00:00, 0.0, 6.2, -0.3
2011-03-06 00:00:00, 0.0, 5.5, 2.9
2011-03-07 00:00:00, 0.5, 5.7, 1.9
2011-03-08 00:00:00, 0.0, 8.0, 1.3
2011-03-09 00:00:00, 17.0, 6.6, 2.5
2011-03-10 00:00:00, 0.0, 7.7, 1.7
2011-03-11 00:00:00, 11.5, 6.5, -1.9
2011-03-12 00:00:00, 1.5, 7.9, 2.4
2011-03-13 00:00:00, 20.0, 7.2, 1.3
2011-03-14 00:00:00, 16.0, 8.9, 4.5
2011-03-15 00:00:00, 6.5, 9.0, 5.7
2011-03-16 00:00:00, 0.0, 6.8, 1.4
2011-03-17 00:00:00, 1.0, 6.6, 0.3
2011-03-18 00:00:00, 0.0, 7.4, 2.6
2011-03-19 00:00:00, 0.0, 8.0, 1.7
2011-03-20 00:00:00, 0.0, 6.9, 1.1
2011-03-21 00:00:00, 0.0, 7.2, 1.7
2011-03-22 00:00:00, None, 7.2, -0.5
2011-03-23 00:00:00, 0.0, 7.9, 2.4
2011-03-24 00:00:00, 0.0, 8.9, 2.6
2011-03-25 00:00:00, 0.0, 9.6, 0.5
2011-03-26 00:00:00, 0.0, 9.7, 3.7
2011-03-27 00:00:00, 0.0, 8.7, 4.1
2011-03-28 00:00:00, 4.0, 7.7, 2.5
2011-03-29 00:00:00, 0.0, 7.4, 0.8
2011-03-30 00:00:00, 1.5, 9.7, 4.7
2011-03-31 00:00:00, 0.0, 8.7, 3.4
2011-04-01 00:00:00, 0.0, 8.3, 2.5
2011-04-02 00:00:00, 0.0, 8.0, 2.3
2011-04-03 00:00:00, 4.0, 7.1, 3.1
2011-04-04 00:00:00, 0.0, 6.6, 1.3
2011-04-05 00:00:00, 1.5, 8.1, 1.3
2011-04-06 00:00:00, 2.5, 7.6, 1.3
2011-04-07 00:00:00, 1.5, 8.6, 4.1
2011-04-08 00:00:00, 1.0, 10.0, 3.6
2011-04-09 00:00:00, 6.5, 8.1, 3.2
2011-04-10 00:00:00, 0.5, 6.9, 1.4
2011-04-11 00:00:00, 0.0, 8.3, -0.1
2011-04-12 00:00:00, 6.0, 7.6, 1.7
2011-04-13 00:00:00, 12.5, 8.0, 1.3
2011-04-14 00:00:00, 3.0, 8.5, 2.5
2011-04-15 00:00:00, 3.0, 7.0, 0.7
2011-04-16 00:00:00, 1.0, 7.2, 2.1
2011-04-17 00:00:00, 4.5, 9.0, 1.7
2011-04-18 00:00:00, 1.5, 7.1, 3.0
2011-04-19 00:00:00, 2.5, 8.3, 2.9
2011-04-20 00:00:00, 0.0, 7.6, 1.0
2011-04-21 00:00:00, 0.5, 7.8, 2.9
2011-04-22 00:00:00, 2.0, 9.7, 0.2
2011-04-23 00:00:00, 0.0, 9.6, 3.1
2011-04-24 00:00:00, 0.0, 10.4, 5.8
2011-04-25 00:00:00, 0.0, 9.9, 3.0
2011-04-26 00:00:00, 0.0, 10.0, 4.4
2011-04-27 00:00:00, 4.0, 9.0, 3.1
2011-04-28 00:00:00, 2.5, 13.2, 5.2
2011-04-29 00:00:00, 0.0, 9.2, 5.7
2011-04-30 00:00:00, 0.0, 8.9, 5.1
2011-05-01 00:00:00, 6.5, 8.5, 4.5
2011-05-02 00:00:00, 0.5, 10.0, 5.6
2011-05-03 00:00:00, 0.0, 9.9, 5.9
2011-05-04 00:00:00, 0.0, 9.4, 6.8
2011-05-05 00:00:00, 0.0, 10.5, 5.1
2011-05-06 00:00:00, 0.0, 9.0, 6.3
2011-05-07 00:00:00, 0.0, 11.7, 6.6
2011-05-08 00:00:00, 0.0, 11.1, 6.1
2011-05-09 00:00:00, 0.0, 8.5, 6.6
2011-05-10 00:00:00, 0.0, 9.3, 4.8
2011-05-11 00:00:00, 3.5, 10.5, 1.1
2011-05-12 00:00:00, 4.0, 10.3, 5.6
2011-05-13 00:00:00, 0.5, 10.6, 6.1
2011-05-14 00:00:00, 0.0, 14.3, 6.7
2011-05-15 00:00:00, 0.0, 16.3, 7.9
2011-05-16 00:00:00, 1.5, 12.2, 7.5
2011-05-17 00:00:00, 0.0, 10.9, 5.7
2011-05-18 00:00:00, 0.0, 11.1, 7.2
2011-05-19 00:00:00, 1.0, 10.6, 4.4
2011-05-20 00:00:00, 0.5, 11.8, 8.3
2011-05-21 00:00:00, 0.5, 10.1, 8.1
2011-05-22 00:00:00, 0.0, 10.9, 5.5
2011-05-23 00:00:00, 0.0, 11.7, 8.1
2011-05-24 00:00:00, 0.0, 12.5, 6.1
2011-05-25 00:00:00, 0.0, 13.5, 7.0
2011-05-26 00:00:00, 1.5, 11.9, 8.6
2011-05-27 00:00:00, 0.0, 12.4, 7.2
2011-05-28 00:00:00, 0.5, 13.5, 6.7
2011-05-29 00:00:00, 0.0, 12.5, 6.8
2011-05-30 00:00:00, 0.0, 15.8, 8.4
2011-05-31 00:00:00, 0.0, 16.9, 8.8
2011-06-01 00:00:00, 0.0, 13.0, 9.8
2011-06-02 00:00:00, 0.0, 12.8, 9.5
2011-06-03 00:00:00, 0.0, 14.9, 10.4
2011-06-04 00:00:00, 0.0, 13.0, 9.5
2011-06-05 00:00:00, 0.0, 15.7, 9.3
2011-06-06 00:00:00, 4.0, 15.6, 9.3
2011-06-07 00:00:00, 0.5, 17.4, 10.1
2011-06-08 00:00:00, 0.0, 14.7, 9.2
2011-06-09 00:00:00, 0.0, 14.3, 9.9
2011-06-10 00:00:00, 1.0, 14.3, 9.2
2011-06-11 00:00:00, 0.0, 13.9, 10.2
2011-06-12 00:00:00, 3.5, 13.0, 9.7
2011-06-13 00:00:00, 4.5, 14.8, 10.7
2011-06-14 00:00:00, 0.0, 13.8, 9.5
2011-06-15 00:00:00, 0.0, 13.3, 9.7
2011-06-16 00:00:00, 0.0, 12.8, 9.7
2011-06-17 00:00:00, 0.5, 12.4, 9.3
2011-06-18 00:00:00, 0.5, 14.9, 10.5
2011-06-19 00:00:00, 0.0, 14.1, 11.4
2011-06-20 00:00:00, 6.5, 14.6, 11.1
2011-06-21 00:00:00, 4.0, 15.0, 11.0
2011-06-22 00:00:00, 0.5, 15.1, 10.0
2011-06-23 00:00:00, 0.0, 14.7, 10.4
2011-06-24 00:00:00, 6.5, 17.2, 11.6
2011-06-25 00:00:00, 0.5, 15.5, 11.4
2011-06-26 00:00:00, 1.5, 15.7, 11.5
2011-06-27 00:00:00, 0.5, 18.4, 11.7
2011-06-28 00:00:00, 0.0, 15.1, 11.1
2011-06-29 00:00:00, 0.0, 14.2, 9.0
2011-06-30 00:00:00, 0.0, 14.9, 8.9
2011-07-01 00:00:00, 2.0, 14.9, 9.6
2011-07-02 00:00:00, 0.0, 14.1, 7.9
2011-07-03 00:00:00, 0.0, 13.7, 9.3
2011-07-04 00:00:00, 4.5, 16.4, 10.6
2011-07-05 00:00:00, 0.0, 16.0, 9.4
2011-07-06 00:00:00, 0.0, 15.0, 10.6
2011-07-07 00:00:00, 0.0, 15.1, 10.3
2011-07-08 00:00:00, 0.0, 15.9, 11.5
2011-07-09 00:00:00, 0.0, 15.3, 11.4
2011-07-10 00:00:00, 0.0, 16.2, 11.7
2011-07-11 00:00:00, 0.0, 19.1, 11.8
2011-07-12 00:00:00, 0.0, 22.3, 12.7
2011-07-13 00:00:00, 0.0, 16.9, 10.4
2011-07-14 00:00:00, 0.0, 14.5, 12.4
2011-07-15 00:00:00, 0.0, 15.3, 12.4
2011-07-16 00:00:00, 0.0, 17.3, 12.8
2011-07-17 00:00:00, 0.0, 19.0, 10.5
2011-07-18 00:00:00, 0.0, 15.3, 13.4
2011-07-19 00:00:00, 0.0, 17.8, 12.7
2011-07-20 00:00:00, 5.5, 18.1, 11.5
2011-07-21 00:00:00, 0.0, 17.9, 12.6
2011-07-22 00:00:00, None, 16.8, 9.9
2011-07-23 00:00:00, 7.0, 16.0, 11.8
2011-07-24 00:00:00, 0.5, 16.4, 13.2
2011-07-25 00:00:00, 0.0, 16.2, 12.7
2011-07-26 00:00:00, 0.0, 17.0, 12.0
2011-07-27 00:00:00, 5.0, 16.4, 11.9
2011-07-28 00:00:00, 0.5, 16.8, 12.0
2011-07-29 00:00:00, 4.0, 14.4, 9.8
2011-07-30 00:00:00, 0.0, 15.6, 10.8
2011-07-31 00:00:00, 0.0, 15.7, 10.4
2011-08-01 00:00:00, 0.5, 16.0, 12.2
2011-08-02 00:00:00, 0.0, 15.7, 12.1
2011-08-03 00:00:00, 1.5, 15.5, 11.4
2011-08-04 00:00:00, 2.0, 18.1, 12.5
2011-08-05 00:00:00, 0.5, 17.2, 12.1
2011-08-06 00:00:00, 0.0, 15.9, 12.0
2011-08-07 00:00:00, 0.0, 18.1, 12.0
2011-08-08 00:00:00, 0.0, 15.3, 10.7
2011-08-09 00:00:00, 0.0, 16.9, 12.0
2011-08-10 00:00:00, 0.0, 17.4, 10.4
2011-08-11 00:00:00, 0.5, 17.5, 12.7
2011-08-12 00:00:00, 17.0, 14.2, 11.4
2011-08-13 00:00:00, 11.0, 17.1, 11.8
2011-08-14 00:00:00, 0.5, 15.6, 11.0
2011-08-15 00:00:00, 0.0, 15.1, 11.9
2011-08-16 00:00:00, 6.0, 17.9, 12.8
2011-08-17 00:00:00, 0.0, 17.6, 12.8
2011-08-18 00:00:00, 0.0, 16.6, 9.9
2011-08-19 00:00:00, 0.0, 20.0, 13.1
2011-08-20 00:00:00, None, 18.5, 14.4
2011-08-21 00:00:00, 0.5, 18.5, 13.5
2011-08-22 00:00:00, 0.0, 16.9, 12.3
2011-08-23 00:00:00, 9.5, 15.6, 11.9
2011-08-24 00:00:00, 0.5, 17.7, 11.0
2011-08-25 00:00:00, 0.0, 15.0, 10.7
2011-08-26 00:00:00, 0.0, 17.3, 11.4
2011-08-27 00:00:00, 0.0, 16.8, 12.1
2011-08-28 00:00:00, 0.0, 16.3, 12.1
2011-08-29 00:00:00, 4.5, 15.8, 12.2
2011-08-30 00:00:00, 1.0, 16.3, 12.8
2011-08-31 00:00:00, 0.0, 16.9, 10.9
2011-09-01 00:00:00, 4.0, 16.4, 11.4
2011-09-02 00:00:00, 0.0, 16.9, 12.6
2011-09-03 00:00:00, 0.0, 17.4, 14.0
2011-09-04 00:00:00, 0.5, 16.0, 11.3
2011-09-05 00:00:00, 3.0, 16.3, 10.8
2011-09-06 00:00:00, 25.5, 16.8, 14.2
2011-09-07 00:00:00, 2.5, 18.6, 14.4
2011-09-08 00:00:00, 5.0, 19.8, 14.6
2011-09-09 00:00:00, 0.0, 17.4, 13.5
2011-09-10 00:00:00, 0.0, 16.7, 12.4
2011-09-11 00:00:00, 0.0, 17.2, 12.4
2011-09-12 00:00:00, 0.0, 17.4, 12.6
2011-09-13 00:00:00, 0.0, 17.3, 12.4
2011-09-14 00:00:00, 0.0, 14.8, 12.7
2011-09-15 00:00:00, 6.0, 16.3, 11.5
2011-09-16 00:00:00, 5.0, 14.4, 10.0
2011-09-17 00:00:00, 6.5, 14.4, 8.5
2011-09-18 00:00:00, 0.5, 14.0, 10.0
2011-09-19 00:00:00, 7.5, 13.9, 7.9
2011-09-20 00:00:00, 23.5, 14.6, 12.1
2011-09-21 00:00:00, 1.5, 15.5, 8.7
2011-09-22 00:00:00, 18.0, 14.9, 7.5
2011-09-23 00:00:00, 0.0, 14.1, 8.3
2011-09-24 00:00:00, 0.0, 11.8, 5.7
