station_observations
ONE_DAY_PRECIPITATION, ONE_DAY_RAIN, ONE_DAY_SNOW, time, MIN_TEMP, MAX_TEMP, SNOW_ON_THE_GROUND
0.0, None, None, 2010-04-15 00:00:00, 8.6, 12.4, None
0.0, None, None, 2010-04-16 00:00:00, 8.4, 13.1, None
0.0, None, None, 2010-04-17 00:00:00, 9.2, 11.6, None
0.0, None, None, 2010-04-18 00:00:00, 9.7, 15.7, None
0.0, None, None, 2010-04-19 00:00:00, 9.3, 15.1, None
0.0, None, None, 2010-04-20 00:00:00, 9.6, 12.4, None
0.0, None, None, 2010-04-21 00:00:00, 8.4, 12.8, None
0.0, None, None, 2010-04-22 00:00:00, 8.2, 12.1, None
0.0, None, None, 2010-04-23 00:00:00, 7.0, 10.6, None
0.0, None, None, 2010-04-24 00:00:00, 6.8, 11.5, None
0.0, None, None, 2010-04-25 00:00:00, 7.6, 12.0, None
0.0, None, None, 2010-04-26 00:00:00, 9.4, 14.1, None
0.0, None, None, 2010-04-27 00:00:00, 8.5, 12.6, None
0.0, None, None, 2010-04-28 00:00:00, 7.2, 12.6, None
0.0, None, None, 2010-04-29 00:00:00, 8.6, 12.6, None
0.0, None, None, 2010-04-30 00:00:00, 7.9, 12.7, None
0.0, None, None, 2010-05-01 00:00:00, 7.9, 12.6, None
0.0, None, None, 2010-05-02 00:00:00, 8.0, 11.6, None
0.0, None, None, 2010-05-03 00:00:00, 5.8, 10.6, None
0.0, None, None, 2010-05-04 00:00:00, 6.0, 10.7, None
0.0, None, None, 2010-05-05 00:00:00, 5.5, 14.0, None
0.0, None, None, 2010-05-06 00:00:00, 7.8, 13.7, None
0.0, None, None, 2010-05-07 00:00:00, 7.4, 13.2, None
0.0, None, None, 2010-05-08 00:00:00, 8.0, 17.2, None
0.0, None, None, 2010-05-09 00:00:00, 8.6, 14.3, None
0.0, None, None, 2010-05-10 00:00:00, 10.2, 16.3, None
0.0, None, None, 2010-05-11 00:00:00, 11.2, 14.5, None
0.0, None, None, 2010-05-12 00:00:00, 10.4, 14.9, None
0.0, None, None, 2010-05-13 00:00:00, 9.9, 16.9, None
0.0, None, None, 2010-05-14 00:00:00, 11.0, 17.3, None
0.0, None, None, 2010-05-15 00:00:00, 11.2, 15.2, None
0.0, None, None, 2010-05-16 00:00:00, 12.5, 16.1, None
0.0, None, None, 2010-05-17 00:00:00, 12.0, 17.2, None
0.0, None, None, 2010-05-18 00:00:00, 11.8, 15.0, None
0.0, None, None, 2010-05-19 00:00:00, 11.2, 14.8, None
0.0, None, None, 2010-05-20 00:00:00, 8.3, 12.7, None
0.0, None, None, 2010-05-21 00:00:00, 8.3, 12.4, None
0.0, None, None, 2010-05-22 00:00:00, 9.4, 12.1, None
0.0, None, None, 2010-05-23 00:00:00, 9.2, 12.7, None
0.0, None, None, 2010-05-24 00:00:00, 9.6, 12.4, None
0.0, None, None, 2010-05-25 00:00:00, 10.1, 14.0, None
0.0, None, None, 2010-05-26 00:00:00, 11.1, 12.4, None
0.0, None, None, 2010-05-27 00:00:00, 11.4, 16.0, None
0.0, None, None, 2010-05-28 00:00:00, 11.6, 15.3, None
0.0, None, None, 2010-05-29 00:00:00, 10.9, 12.2, None
0.0, None, None, 2010-05-30 00:00:00, 9.9, 12.1, None
0.0, None, None, 2010-05-31 00:00:00, 10.4, 14.9, None
0.0, None, None, 2010-06-01 00:00:00, 11.2, 13.2, None
0.0, None, None, 2010-06-02 00:00:00, 10.8, 17.2, None
0.0, None, None, 2010-06-03 00:00:00, 9.3, 14.7, None
0.0, None, None, 2010-06-04 00:00:00, 10.7, 15.2, None
0.0, None, None, 2010-06-05 00:00:00, 10.8, 16.7, None
0.0, None, None, 2010-06-06 00:00:00, 11.7, 14.3, None
0.0, None, None, 2010-06-07 00:00:00, 12.5, 18.3, None
0.0, None, None, 2010-06-08 00:00:00, 12.9, 16.1, None
0.0, None, None, 2010-06-09 00:00:00, 12.1, 16.3, None
0.0, None, None, 2010-06-11 00:00:00, 12.5, 16.4, None
0.0, None, None, 2010-06-12 00:00:00, 11.9, 18.6, None
0.0, None, None, 2010-06-13 00:00:00, 13.2, 16.7, None
0.0, None, None, 2010-06-14 00:00:00, 12.2, 16.1, None
0.0, None, None, 2010-06-15 00:00:00, 11.0, 15.7, None
0.0, None, None, 2010-06-16 00:00:00, 12.3, 16.4, None
0.0, None, None, 2010-06-17 00:00:00, 13.1, 15.6, None
0.0, None, None, 2010-06-18 00:00:00, 12.5, 16.7, None
0.0, None, None, 2010-06-19 00:00:00, 14.7, 17.8, None
0.0, None, None, 2010-06-20 00:00:00, 13.4, 15.2, None
0.0, None, None, 2010-06-21 00:00:00, 12.3, 14.5, None
0.0, None, None, 2010-06-22 00:00:00, 11.6, 18.4, None
0.0, None, None, 2010-06-23 00:00:00, 13.5, 19.6, None
0.0, None, None, 2010-06-24 00:00:00, 15.1, 18.1, None
0.0, None, None, 2010-06-25 00:00:00, 14.8, 18.0, None
0.0, None, None, 2010-06-26 00:00:00, 12.5, 15.2, None
0.0, None, None, 2010-06-27 00:00:00, 12.7, 15.5, None
0.0, None, None, 2010-06-28 00:00:00, 11.7, 16.7, None
0.0, None, None, 2010-06-29 00:00:00, 10.4, 15.6, None
0.0, None, None, 2010-06-30 00:00:00, 11.4, 16.3, None
0.0, None, None, 2010-07-01 00:00:00, 12.1, 15.1, None
0.0, None, None, 2010-07-02 00:00:00, 13.0, 18.4, None
0.0, None, None, 2010-07-03 00:00:00, 14.2, 17.3, None
0.0, None, None, 2010-07-04 00:00:00, 14.0, 18.9, None
0.0, None, None, 2010-07-05 00:00:00, 13.6, 20.6, None
0.0, None, None, 2010-07-06 00:00:00, 14.8, 20.9, None
0.0, None, None, 2010-07-07 00:00:00, 17.3, 24.6, None
0.0, None, None, 2010-07-08 00:00:00, 18.6, 26.0, None
0.0, None, None, 2010-07-09 00:00:00, 20.1, 24.5, None
0.0, None, None, 2010-07-10 00:00:00, 18.9, 25.8, None
0.0, None, None, 2010-07-11 00:00:00, 17.9, 21.6, None
0.0, None, None, 2010-07-12 00:00:00, 14.4, 19.0, None
0.0, None, None, 2010-07-13 00:00:00, 13.9, 19.4, None
0.0, None, None, 2010-07-14 00:00:00, 15.2, 20.1, None
0.0, None, None, 2010-07-15 00:00:00, 15.1, 19.6, None
0.0, None, None, 2010-07-16 00:00:00, 15.4, 19.3, None
0.0, None, None, 2010-07-17 00:00:00, 14.7, 20.3, None
0.0, None, None, 2010-07-18 00:00:00, 15.4, 22.9, None
0.0, None, None, 2010-07-19 00:00:00, 14.9, 20.1, None
0.0, None, None, 2010-07-20 00:00:00, 15.5, 22.2, None
0.0, None, None, 2010-07-21 00:00:00, 16.9, 22.7, None
0.0, None, None, 2010-07-24 00:00:00, None, None, None
0.0, None, None, 2010-07-25 00:00:00, None, None, None
0.0, None, None, 2010-07-26 00:00:00, None, None, None
0.0, None, None, 2010-07-27 00:00:00, None, None, None
0.0, None, None, 2010-07-28 00:00:00, 16.7, 20.8, None
0.0, None, None, 2010-07-29 00:00:00, 16.1, 21.2, None
0.0, None, None, 2010-07-30 00:00:00, 15.4, 21.2, None
0.0, None, None, 2010-07-31 00:00:00, 16.2, 20.1, None
0.0, None, None, 2010-08-01 00:00:00, 15.9, 17.8, None
0.0, None, None, 2010-08-02 00:00:00, 16.9, 20.6, None
0.0, None, None, 2010-08-03 00:00:00, 17.0, 22.4, None
0.0, None, None, 2010-08-04 00:00:00, 17.9, 23.8, None
6.8, None, None, 2010-08-05 00:00:00, 19.2, 23.6, None
0.0, None, None, 2010-08-06 00:00:00, 17.2, 20.3, None
9.4, None, None, 2010-08-07 00:00:00, 14.4, 17.6, None
1.0, None, None, 2010-08-08 00:00:00, 14.3, 18.7, None
0.4, None, None, 2010-08-09 00:00:00, 14.2, 19.1, None
0.0, None, None, 2010-08-10 00:00:00, 14.5, 19.7, None
0.0, None, None, 2010-08-11 00:00:00, 16.2, 21.0, None
0.0, None, None, 2010-08-12 00:00:00, 17.3, 21.2, None
0.0, None, None, 2010-08-13 00:00:00, 17.5, 26.0, None
0.0, None, None, 2010-08-14 00:00:00, 19.0, 26.3, None
0.0, None, None, 2010-08-15 00:00:00, 19.1, 26.4, None
0.0, None, None, 2010-08-16 00:00:00, 20.3, 27.2, None
0.0, None, None, 2010-08-17 00:00:00, 18.8, 23.8, None
0.0, None, None, 2010-08-18 00:00:00, 16.0, 21.7, None
0.0, None, None, 2010-08-19 00:00:00, 15.6, 19.0, None
0.0, None, None, 2010-08-20 00:00:00, 14.0, 17.1, None
0.0, None, None, 2010-08-21 00:00:00, 15.9, 20.0, None
0.0, None, None, 2010-08-22 00:00:00, 15.7, 20.5, None
0.0, None, None, 2010-08-23 00:00:00, 14.6, 18.9, None
0.0, None, None, 2010-08-24 00:00:00, 16.2, 21.1, None
0.0, None, None, 2010-08-25 00:00:00, 17.8, 22.0, None
0.0, None, None, 2010-08-26 00:00:00, 16.0, 19.4, None
0.0, None, None, 2010-08-27 00:00:00, 14.0, 18.4, None
0.0, None, None, 2010-08-28 00:00:00, 13.9, 18.6, None
0.0, None, None, 2010-08-29 00:00:00, 14.2, 17.3, None
0.0, None, None, 2010-08-30 00:00:00, 13.2, 19.4, None
9.2, None, None, 2010-08-31 00:00:00, 12.7, 18.2, None
0.0, None, None, 2010-09-01 00:00:00, 13.7, 18.4, None
0.0, None, None, 2010-09-02 00:00:00, 13.0, 17.9, None
0.0, None, None, 2010-09-03 00:00:00, 14.4, 19.1, None
0.0, None, None, 2010-09-04 00:00:00, 14.0, 17.7, None
0.0, None, None, 2010-09-05 00:00:00, 13.6, 17.4, None
5.2, None, None, 2010-09-06 00:00:00, 12.0, 15.3, None
0.2, None, None, 2010-09-07 00:00:00, 12.6, 16.1, None
0.0, None, None, 2010-09-08 00:00:00, 13.9, 18.1, None
0.0, None, None, 2010-09-09 00:00:00, 12.2, 16.2, None
0.0, None, None, 2010-09-10 00:00:00, 13.6, 16.3, None
3.8, None, None, 2010-09-11 00:00:00, 11.5, 14.8, None
15.8, None, None, 2010-09-12 00:00:00, 12.1, 13.1, None
2.0, None, None, 2010-09-13 00:00:00, 12.3, 15.8, None
0.0, None, None, 2010-09-14 00:00:00, 12.8, 17.4, None
0.4, None, None, 2010-09-15 00:00:00, 13.7, 16.3, None
0.6, None, None, 2010-09-16 00:00:00, 13.9, 17.2, None
0.0, None, None, 2010-09-17 00:00:00, 15.0, 17.9, None
9.6, None, None, 2010-09-18 00:00:00, 14.5, 17.7, None
0.8, None, None, 2010-09-19 00:00:00, 14.9, 19.1, None
1.2, None, None, 2010-09-20 00:00:00, 13.2, 16.7, None
2.8, None, None, 2010-09-21 00:00:00, 12.6, 16.1, None
0.0, None, None, 2010-09-22 00:00:00, 11.1, 15.4, None
3.0, None, None, 2010-09-23 00:00:00, 12.0, 14.5, None
1.2, None, None, 2010-09-24 00:00:00, 12.1, 14.1, None
3.0, None, None, 2010-09-25 00:00:00, 12.4, 16.6, None
4.4, None, None, 2010-09-26 00:00:00, 11.3, 15.0, None
0.0, None, None, 2010-09-27 00:00:00, 12.7, 18.4, None
0.0, None, None, 2010-09-28 00:00:00, 12.9, 18.4, None
0.0, None, None, 2010-09-29 00:00:00, 12.6, 15.9, None
0.0, None, None, 2010-09-30 00:00:00, 12.3, 15.8, None
0.0, None, None, 2010-10-01 00:00:00, 11.8, 16.9, None
0.0, None, None, 2010-10-02 00:00:00, 13.2, 15.5, None
0.2, None, None, 2010-10-03 00:00:00, 12.5, 14.7, None
2.6, None, None, 2010-10-04 00:00:00, 11.9, 14.4, None
0.0, None, None, 2010-10-05 00:00:00, 10.4, 13.5, None
0.0, None, None, 2010-10-06 00:00:00, 10.7, 14.6, None
0.0, None, None, 2010-10-07 00:00:00, 11.3, 14.7, None
6.0, None, None, 2010-10-08 00:00:00, 12.7, 14.2, None
8.4, None, None, 2010-10-09 00:00:00, 12.5, 14.3, None
0.6, None, None, 2010-10-10 00:00:00, 11.3, 17.2, None
0.0, None, None, 2010-10-11 00:00:00, 9.5, 13.2, None
0.0, None, None, 2010-10-12 00:00:00, 10.2, 12.1, None
0.0, None, None, 2010-10-13 00:00:00, 8.8, 14.5, None
1.6, None, None, 2010-10-14 00:00:00, 10.6, 12.7, None
0.0, None, None, 2010-10-15 00:00:00, 8.3, 12.0, None
0.0, None, None, 2010-10-16 00:00:00, 8.1, 11.6, None
0.0, None, None, 2010-10-17 00:00:00, 7.6, 11.6, None
0.0, None, None, 2010-10-18 00:00:00, 9.3, 11.4, None
0.0, None, None, 2010-10-19 00:00:00, 10.2, 14.1, None
0.0, None, None, 2010-10-20 00:00:00, 8.5, 11.3, None
1.0, None, None, 2010-10-21 00:00:00, 7.2, 12.6, None
4.8, None, None, 2010-10-22 00:00:00, 10.7, 14.2, None
3.4, None, None, 2010-10-23 00:00:00, 10.1, 12.9, None
12.4, None, None, 2010-10-24 00:00:00, 9.9, 11.7, None
0.6, None, None, 2010-10-25 00:00:00, 9.8, 12.8, None
0.2, None, None, 2010-10-26 00:00:00, 8.7, 10.0, None
1.0, None, None, 2010-10-27 00:00:00, 8.7, 12.0, None
3.6, None, None, 2010-10-28 00:00:00, 8.5, 10.4, None
0.2, None, None, 2010-10-29 00:00:00, 9.6, 10.6, None
1.0, None, None, 2010-10-30 00:00:00, 9.2, 11.1, None
2.0, None, None, 2010-10-31 00:00:00, 7.6, 11.2, None
13.0, None, None, 2010-11-01 00:00:00, 9.0, 13.3, None
0.0, None, None, 2010-11-02 00:00:00, 9.0, 12.4, None
0.0, None, None, 2010-11-03 00:00:00, 8.4, 14.6, None
0.0, None, None, 2010-11-04 00:00:00, 9.7, 13.0, None
2.4, None, None, 2010-11-05 00:00:00, 8.1, 11.5, None
8.0, None, None, 2010-11-06 00:00:00, 6.6, 11.2, None
0.2, None, None, 2010-11-07 00:00:00, 7.4, 13.1, None
0.2, None, None, 2010-11-08 00:00:00, 6.5, 9.7, None
3.2, None, None, 2010-11-09 00:00:00, 6.2, 8.7, None
0.2, None, None, 2010-11-10 00:00:00, 6.3, 8.7, None
0.4, None, None, 2010-11-11 00:00:00, 6.8, 9.0, None
0.2, None, None, 2010-11-12 00:00:00, 6.5, 9.3, None
2.0, None, None, 2010-11-13 00:00:00, 7.1, 9.0, None
1.0, None, None, 2010-11-14 00:00:00, 7.5, 9.1, None
4.0, None, None, 2010-11-15 00:00:00, 8.6, 12.8, None
0.0, None, None, 2010-11-16 00:00:00, 8.3, 10.5, None
6.4, None, None, 2010-11-17 00:00:00, 5.2, 9.3, None
3.2, None, None, 2010-11-18 00:00:00, 3.1, 6.1, None
1.8, None, None, 2010-11-19 00:00:00, 1.5, 5.0, None
2.2, None, None, 2010-11-20 00:00:00, 1.2, 3.9, None
0.2, None, None, 2010-11-21 00:00:00, -0.3, 3.4, None
0.0, None, None, 2010-11-22 00:00:00, -4.2, 1.3, None
0.0, None, None, 2010-11-23 00:00:00, -4.2, -1.4, None
0.0, None, None, 2010-11-24 00:00:00, -3.2, 0.7, None
0.0, None, None, 2010-11-25 00:00:00, -1.1, 5.7, None
3.0, None, None, 2010-11-26 00:00:00, 5.3, 7.9, None
3.2, None, None, 2010-11-27 00:00:00, 4.8, 7.4, None
2.2, None, None, 2010-11-28 00:00:00, 3.6, 5.9, None
8.4, None, None, 2010-11-29 00:00:00, 4.4, 7.0, None
12.8, None, None, 2010-11-30 00:00:00, 5.8, 8.0, None
0.0, None, None, 2010-12-01 00:00:00, 5.8, 7.6, None
0.4, None, None, 2010-12-02 00:00:00, 5.5, 6.9, None
6.6, None, None, 2010-12-03 00:00:00, 4.4, 6.3, None
0.0, None, None, 2010-12-04 00:00:00, 2.7, 5.6, None
0.0, None, None, 2010-12-05 00:00:00, 2.2, 5.1, None
0.2, None, None, 2010-12-06 00:00:00, 3.4, 7.8, None
21.2, None, None, 2010-12-07 00:00:00, 6.9, 9.0, None
57.6, None, None, 2010-12-08 00:00:00, 7.2, 10.1, None
7.6, None, None, 2010-12-09 00:00:00, 5.6, 9.0, None
1.2, None, None, 2010-12-10 00:00:00, 5.4, 7.9, None
4.8, None, None, 2010-12-11 00:00:00, 6.0, 8.1, None
10.6, None, None, 2010-12-12 00:00:00, 4.8, 9.2, None
0.2, None, None, 2010-12-13 00:00:00, 4.3, 8.9, None
7.0, None, None, 2010-12-14 00:00:00, 4.3, 9.0, None
1.8, None, None, 2010-12-15 00:00:00, 4.7, 7.1, None
0.2, None, None, 2010-12-16 00:00:00, 5.2, 7.1, None
0.0, None, None, 2010-12-17 00:00:00, 5.0, 7.0, None
1.0, None, None, 2010-12-18 00:00:00, 3.7, 7.3, None
1.8, None, None, 2010-12-19 00:00:00, 3.9, 6.2, None
0.2, None, None, 2010-12-20 00:00:00, 3.3, 7.7, None
0.2, None, None, 2010-12-21 00:00:00, 6.5, 9.0, None
1.8, None, None, 2010-12-22 00:00:00, 7.7, 10.3, None
22.0, None, None, 2010-12-23 00:00:00, 5.3, 8.3, None
29.8, None, None, 2010-12-24 00:00:00, 7.9, 9.2, None
3.8, None, None, 2010-12-25 00:00:00, 8.1, 9.5, None
3.0, None, None, 2010-12-26 00:00:00, 4.9, 8.7, None
2.8, None, None, 2010-12-27 00:00:00, 4.4, 6.8, None
0.2, None, None, 2010-12-28 00:00:00, 4.3, 5.8, None
0.0, None, None, 2010-12-29 00:00:00, 3.4, 5.5, None
0.0, None, None, 2010-12-30 00:00:00, 0.6, 4.1, None
0.0, None, None, 2010-12-31 00:00:00, -0.7, 2.1, None
0.0, None, None, 2011-01-02 00:00:00, 0.6, 4.1, None
0.0, None, None, 2011-01-03 00:00:00, 0.3, 4.7, None
0.0, None, None, 2011-01-04 00:00:00, 2.5, 4.4, None
0.2, None, None, 2011-01-05 00:00:00, 2.9, 7.1, None
14.0, None, None, 2011-01-06 00:00:00, 5.4, 8.0, None
3.0, None, None, 2011-01-07 00:00:00, 4.2, 9.8, None
29.2, None, None, 2011-01-08 00:00:00, 2.5, 5.8, None
9.2, None, None, 2011-01-09 00:00:00, 0.5, 3.6, None
0.0, None, None, 2011-01-10 00:00:00, 0.0, 2.8, None
0.0, None, None, 2011-01-11 00:00:00, 0.7, 3.0, None
4.4, None, None, 2011-01-12 00:00:00, 1.2, 9.4, None
6.2, None, None, 2011-01-13 00:00:00, 5.0, 10.1, None
1.6, None, None, 2011-01-14 00:00:00, 6.2, 12.7, None
8.0, None, None, 2011-01-15 00:00:00, 7.3, 12.7, None
2.2, None, None, 2011-01-16 00:00:00, 7.1, 14.2, None
0.0, None, None, 2011-01-17 00:00:00, 6.0, 12.0, None
0.4, None, None, 2011-01-18 00:00:00, 3.1, 6.0, None
0.0, None, None, 2011-01-19 00:00:00, 3.4, 5.8, None
2.2, None, None, 2011-01-20 00:00:00, 3.7, 5.1, None
5.4, None, None, 2011-01-21 00:00:00, 4.5, 7.1, None
0.2, None, None, 2011-01-22 00:00:00, 4.7, 7.3, None
1.6, None, None, 2011-01-23 00:00:00, 5.6, 6.8, None
7.2, None, None, 2011-01-24 00:00:00, 6.2, 7.4, None
0.0, None, None, 2011-01-25 00:00:00, 6.3, 7.5, None
0.2, None, None, 2011-01-26 00:00:00, 6.1, 8.8, None
0.0, None, None, 2011-01-27 00:00:00, 5.1, 7.3, None
0.6, None, None, 2011-01-28 00:00:00, 4.6, 7.1, None
3.4, None, None, 2011-01-29 00:00:00, 4.7, 7.0, None
0.0, None, None, 2011-01-30 00:00:00, 2.4, 6.1, None
0.0, None, None, 2011-01-31 00:00:00, 1.7, 3.6, None
0.0, None, None, 2011-02-01 00:00:00, 1.9, 4.1, None
0.0, None, None, 2011-02-02 00:00:00, 1.9, 5.4, None
1.4, None, None, 2011-02-03 00:00:00, 5.1, 6.8, None
21.0, None, None, 2011-02-04 00:00:00, 6.5, 12.2, None
0.0, None, None, 2011-02-05 00:00:00, 5.7, 7.9, None
3.6, None, None, 2011-02-06 00:00:00, 4.9, 8.9, None
0.2, None, None, 2011-02-07 00:00:00, 6.1, 9.2, None
0.0, None, None, 2011-02-08 00:00:00, 4.0, 6.2, None
0.0, None, None, 2011-02-09 00:00:00, 2.1, 5.4, None
0.0, None, None, 2011-02-10 00:00:00, 1.7, 5.5, None
0.4, None, None, 2011-02-11 00:00:00, 3.2, 6.3, None
15.4, None, None, 2011-02-12 00:00:00, 6.3, 9.6, None
0.0, None, None, 2011-02-13 00:00:00, 6.1, 8.3, None
14.0, None, None, 2011-02-14 00:00:00, 6.1, 9.1, None
1.2, None, None, 2011-02-15 00:00:00, 4.5, 7.8, None
1.0, None, None, 2011-02-16 00:00:00, 3.8, 6.8, None
0.4, None, None, 2011-02-17 00:00:00, 1.7, 5.4, None
